date,timestamp,open,high,low,close,volume,price_three_days_ago,price_three_days_ago_difference,price_three_days_ago_return,price_two_days_ago,price_yesterday,price_tomorrow,price_tomorrow_difference,price_tomorrow_return,direction,MA5,MA10,MA20,MA50,MA100,MA200
2009-06-30,1246320000,25.524,25.524,25.524,25.524,294070,,,,,,25.731,0.21,0.01,1,,,,,,
2009-07-01,1246406400,26.796,26.796,25.31,25.731,6248390,,,,,25.524,24.673,-1.06,-0.04,-1,,,,,,
2009-07-02,1246492800,25.31,25.524,24.46,24.673,1515670,,,,25.524,25.731,23.822,-0.85,-0.03,-1,,,,,,
2009-07-03,1246579200,24.036,24.244,23.822,23.822,899720,25.524,-1.7,-0.07,25.731,24.673,24.881,1.06,0.04,1,,,,,,
2009-07-06,1246838400,23.822,24.881,23.822,24.881,1571740,25.731,-0.85,-0.03,24.673,23.822,24.036,-0.84,-0.03,-1,24.93,,,,,
2009-07-07,1246924800,24.46,24.673,24.036,24.036,1115420,24.673,-0.64,-0.03,23.822,24.881,23.607,-0.43,-0.02,-1,24.63,,,,,
2009-07-08,1247011200,23.393,23.822,23.186,23.607,763030,23.822,-0.21,-0.01,24.881,24.036,22.971,-0.64,-0.03,-1,24.2,,,,,
2009-07-09,1247097600,23.186,23.822,22.756,22.971,982430,24.881,-1.91,-0.08,24.036,23.607,21.905,-1.07,-0.05,-1,23.86,,,,,
2009-07-10,1247184000,22.542,22.756,21.905,21.905,1973450,24.036,-2.13,-0.09,23.607,22.971,20.841,-1.06,-0.05,-1,23.48,,,,,
2009-07-13,1247443200,21.27,21.905,20.841,20.841,812260,23.607,-2.77,-0.12,22.971,21.905,20.333,-0.51,-0.02,-1,22.67,23.8,,,,
2009-07-14,1247529600,20.931,20.931,20.204,20.333,847840,22.971,-2.64,-0.11,21.905,20.841,20.841,0.51,0.03,1,21.93,23.28,,,,
2009-07-15,1247616000,20.417,21.184,20.417,20.841,807250,21.905,-1.06,-0.05,20.841,20.333,21.184,0.34,0.02,1,21.38,22.79,,,,
2009-07-16,1247702400,21.27,21.27,21.015,21.184,638990,20.841,0.34,0.02,20.333,20.841,20.886,-0.3,-0.01,-1,21.02,22.44,,,,
2009-07-17,1247788800,21.055,21.139,20.754,20.886,311000,20.333,0.55,0.03,20.841,21.184,19.905,-0.98,-0.05,-1,20.82,22.15,,,,
2009-07-20,1248048000,20.036,20.12,19.865,19.905,869220,20.841,-0.94,-0.05,21.184,20.886,19.949,0.04,0.0,1,20.63,21.65,,,,
2009-07-21,1248134400,20.079,20.289,19.905,19.949,483900,21.184,-1.23,-0.06,20.886,19.905,20.204,0.25,0.01,1,20.55,21.24,,,,
2009-07-22,1248220800,20.204,20.249,20.079,20.204,411780,20.886,-0.68,-0.03,19.905,19.949,21.184,0.98,0.05,1,20.43,20.9,,,,
2009-07-23,1248307200,19.989,21.184,19.989,21.184,929090,19.905,1.28,0.06,19.949,20.204,22.12,0.94,0.04,1,20.43,20.72,,,,
2009-07-24,1248393600,22.12,22.12,22.12,22.12,624760,19.949,2.17,0.11,20.204,21.184,23.186,1.07,0.05,1,20.67,20.74,,,,
2009-07-27,1248652800,23.186,23.186,22.334,23.186,1535460,20.204,2.98,0.15,21.184,22.12,22.542,-0.64,-0.03,-1,21.33,20.98,22.39,,,
2009-07-28,1248739200,23.186,23.822,22.334,22.542,1192800,21.184,1.36,0.06,22.12,23.186,22.334,-0.21,-0.01,-1,21.85,21.2,22.24,,,
2009-07-29,1248825600,22.756,22.971,21.905,22.334,924570,22.12,0.21,0.01,23.186,22.542,21.905,-0.43,-0.02,-1,22.27,21.35,22.07,,,
2009-07-30,1248912000,22.12,22.334,21.483,21.905,606660,23.186,-1.28,-0.06,22.542,22.334,22.971,1.07,0.05,1,22.42,21.42,21.93,,,
2009-07-31,1248998400,22.756,22.971,22.542,22.971,1125450,22.542,0.43,0.02,22.334,21.905,24.036,1.07,0.05,1,22.59,21.63,21.89,,,
2009-08-03,1249257600,24.036,24.036,23.393,24.036,2707260,22.334,1.7,0.08,21.905,22.971,24.881,0.84,0.03,1,22.76,22.04,21.85,,,
2009-08-04,1249344000,25.094,25.094,24.244,24.881,1869220,21.905,2.98,0.14,22.971,24.036,24.673,-0.21,-0.01,-1,23.23,22.54,21.89,,,
2009-08-05,1249430400,24.673,25.094,24.244,24.673,1654270,22.971,1.7,0.07,24.036,24.881,24.244,-0.43,-0.02,-1,23.69,22.98,21.94,,,
2009-08-06,1249516800,24.673,25.094,24.036,24.244,1656340,24.036,0.21,0.01,24.881,24.673,24.036,-0.21,-0.01,-1,24.16,23.29,22.01,,,
2009-08-07,1249603200,24.036,24.46,24.036,24.036,1017420,24.881,-0.84,-0.03,24.673,24.244,24.46,0.42,0.02,1,24.37,23.48,22.11,,,
2009-08-10,1249862400,24.244,24.673,24.036,24.46,689300,24.673,-0.21,-0.01,24.244,24.036,24.244,-0.22,-0.01,-1,24.46,23.61,22.29,,,
2009-08-11,1249948800,24.244,24.673,24.036,24.244,1207840,24.244,0.0,0.0,24.036,24.46,24.036,-0.21,-0.01,-1,24.33,23.78,22.49,,,
2009-08-12,1250035200,24.46,24.46,24.036,24.036,996150,24.036,0.0,0.0,24.46,24.244,24.244,0.21,0.01,1,24.2,23.95,22.65,,,
