symbol,first,last,change,change_percentage
LM7,6.78,9.04,0.33,33
WSB,7.79,9.24,0.19,19
VNX,0.39,0.46,0.18,18
ATA,10.0,11.7,0.17,17
SDJ,4.6,5.3,0.15,15
DPC,5.52,6.35,0.15,15
VSI,2.23,2.55,0.14,14
KST,1.72,1.95,0.13,13
JVC,8.62,9.73,0.13,13
BIC,3.32,3.74,0.13,13
BTH,8.4,9.4,0.12,12
VC3,1.44,1.6,0.11,11
TNM,2.31,2.56,0.11,11
SHC,4.4,4.9,0.11,11
PXI,5.38,5.99,0.11,11
LCC,2.0,2.2,0.1,10
VC6,2.81,3.06,0.09,9
THG,1.23,1.34,0.09,9
SMB,3.58,3.92,0.09,9
TGP,1.39,1.5,0.08,8
S12,4.72,5.1,0.08,8
LO5,3.79,4.08,0.08,8
DNT,8.86,9.53,0.08,8
C21,9.36,10.07,0.08,8
VE2,2.43,2.61,0.07,7
VCM,2.82,3.03,0.07,7
STT,4.19,4.47,0.07,7
SCL,3.55,3.79,0.07,7
SBS,4.1,4.4,0.07,7
PSP,3.39,3.62,0.07,7
ONE,1.65,1.77,0.07,7
MDC,2.81,3.0,0.07,7
LHG,7.17,7.67,0.07,7
IJC,3.73,3.98,0.07,7
FLC,5.91,6.31,0.07,7
EVE,6.22,6.64,0.07,7
CTI,11.78,12.57,0.07,7
VIP,1.7,1.81,0.06,6
VC5,4.27,4.54,0.06,6
THB,2.89,3.05,0.06,6
TDC,2.34,2.48,0.06,6
STB,9.45,10.06,0.06,6
SDV,3.46,3.68,0.06,6
PXM,6.5,6.9,0.06,6
PPE,3.5,3.7,0.06,6
LBM,1.26,1.34,0.06,6
L18,2.78,2.94,0.06,6
HLG,9.85,10.41,0.06,6
ECI,2.21,2.34,0.06,6
DAD,2.18,2.31,0.06,6
BLF,3.27,3.46,0.06,6
VXB,5.75,6.05,0.05,5
VCB,9.27,9.75,0.05,5
VAT,3.09,3.23,0.05,5
V15,4.2,4.4,0.05,5
SJC,5.3,5.54,0.05,5
SFC,6.54,6.84,0.05,5
PHS,3.27,3.44,0.05,5
NTB,4.3,4.5,0.05,5
MHL,10.0,10.51,0.05,5
LIG,3.51,3.7,0.05,5
LGC,7.93,8.32,0.05,5
GLT,3.45,3.63,0.05,5
CVN,16.14,16.97,0.05,5
WSS,4.9,5.1,0.04,4
VSC,3.62,3.75,0.04,4
VNL,4.11,4.29,0.04,4
VC1,5.51,5.71,0.04,4
STG,3.14,3.27,0.04,4
SED,2.32,2.41,0.04,4
SDT,2.5,2.61,0.04,4
PVG,8.24,8.57,0.04,4
PGS,7.73,8.02,0.04,4
LCS,8.46,8.81,0.04,4
HHC,6.96,7.26,0.04,4
FDC,15.15,15.74,0.04,4
FBA,2.4,2.5,0.04,4
DXP,4.8,4.98,0.04,4
