symbol,year,month,date,quarter,week,weekday_index,weekday,full_date,open,high,low,close,volume,timestamp,trend
SGT,2008,1,18,1,3,5,Friday,2008-01-18,56.35,67.62,56.35,67.62,71470.0,1200614400.0,UPTREND
SGT,2008,1,21,1,4,1,Monday,2008-01-21,70.12,70.12,65.11,68.25,25560.0,1200873600.0,DOWNTREND
SGT,2008,1,22,1,4,2,Tuesday,2008-01-22,68.25,68.25,65.11,65.11,3290.0,1200960000.0,DOWNTREND
SGT,2008,1,23,1,4,3,Wednesday,2008-01-23,61.98,61.98,61.98,61.98,30260.0,1201046400.0,SIDEWAY
SGT,2008,1,25,1,4,5,Friday,2008-01-25,56.35,56.98,56.35,56.35,28860.0,1201219200.0,SIDEWAY
SGT,2008,1,28,1,5,1,Monday,2008-01-28,57.6,57.6,57.29,57.29,7070.0,1201478400.0,DOWNTREND
SGT,2008,1,29,1,5,2,Tuesday,2008-01-29,54.47,60.1,54.47,60.1,36220.0,1201564800.0,UPTREND
SGT,2008,1,30,1,5,3,Wednesday,2008-01-30,61.36,62.61,61.36,62.61,19000.0,1201651200.0,UPTREND
SGT,2008,1,31,1,5,4,Thursday,2008-01-31,65.11,65.11,62.61,62.61,2850.0,1201737600.0,DOWNTREND
SGT,2008,2,12,1,7,2,Tuesday,2008-02-12,60.73,61.36,60.73,60.73,5650.0,1202774400.0,SIDEWAY
SGT,2008,2,13,1,7,3,Wednesday,2008-02-13,58.23,58.23,58.23,58.23,10710.0,1202860800.0,SIDEWAY
SGT,2008,2,14,1,7,4,Thursday,2008-02-14,61.04,61.04,60.73,60.73,520.0,1202947200.0,DOWNTREND
SGT,2008,2,15,1,7,5,Friday,2008-02-15,58.23,60.42,57.91,60.42,5210.0,1203033600.0,UPTREND
SGT,2008,2,18,1,8,1,Monday,2008-02-18,57.6,57.6,57.6,57.6,3150.0,1203292800.0,SIDEWAY
SGT,2008,2,19,1,8,2,Tuesday,2008-02-19,54.78,57.6,54.78,57.6,1350.0,1203379200.0,UPTREND
SGT,2008,2,20,1,8,3,Wednesday,2008-02-20,57.6,57.6,54.78,54.78,2850.0,1203465600.0,DOWNTREND
SGT,2008,2,21,1,8,4,Thursday,2008-02-21,52.28,52.28,52.28,52.28,3100.0,1203552000.0,SIDEWAY
SGT,2008,2,22,1,8,5,Friday,2008-02-22,49.77,50.09,49.77,49.77,1600.0,1203638400.0,SIDEWAY
SGT,2008,2,25,1,9,1,Monday,2008-02-25,47.58,50.09,47.58,50.09,11160.0,1203897600.0,UPTREND
SGT,2008,2,26,1,9,2,Tuesday,2008-02-26,49.77,49.77,47.58,47.58,6500.0,1203984000.0,DOWNTREND
SGT,2008,2,27,1,9,3,Wednesday,2008-02-27,45.39,45.39,45.39,45.39,8440.0,1204070400.0,SIDEWAY
SGT,2008,2,28,1,9,4,Thursday,2008-02-28,43.2,46.33,43.2,46.33,6730.0,1204156800.0,UPTREND
SGT,2008,2,29,1,9,5,Friday,2008-02-29,46.96,47.58,44.45,47.58,3210.0,1204243200.0,UPTREND
SGT,2008,3,3,1,10,1,Monday,2008-03-03,48.21,49.77,45.39,49.77,21400.0,1204502400.0,UPTREND
SGT,2008,3,4,1,10,2,Tuesday,2008-03-04,47.58,47.58,47.58,47.58,4150.0,1204588800.0,SIDEWAY
SGT,2008,3,5,1,10,3,Wednesday,2008-03-05,45.39,45.39,45.39,45.39,180.0,1204675200.0,SIDEWAY
SGT,2008,3,6,1,10,4,Thursday,2008-03-06,45.39,47.58,45.39,47.58,24280.0,1204761600.0,UPTREND
SGT,2008,3,7,1,10,5,Friday,2008-03-07,49.77,49.77,49.46,49.77,42200.0,1204848000.0,SIDEWAY
SGT,2008,3,10,1,11,1,Monday,2008-03-10,50.09,51.97,48.21,48.21,30090.0,1205107200.0,DOWNTREND
SGT,2008,3,11,1,11,2,Tuesday,2008-03-11,46.02,50.09,46.02,49.46,11760.0,1205193600.0,UPTREND
SGT,2008,3,12,1,11,3,Wednesday,2008-03-12,47.27,48.21,47.27,47.27,9600.0,1205280000.0,SIDEWAY
SGT,2008,3,13,1,11,4,Thursday,2008-03-13,47.58,47.58,47.27,47.27,3100.0,1205366400.0,DOWNTREND
SGT,2008,3,14,1,11,5,Friday,2008-03-14,46.33,46.33,45.08,45.7,9580.0,1205452800.0,DOWNTREND
SGT,2008,3,17,1,12,1,Monday,2008-03-17,43.83,43.83,43.51,43.51,13180.0,1205712000.0,DOWNTREND
SGT,2008,3,18,1,12,2,Tuesday,2008-03-18,41.63,41.63,41.63,41.63,500.0,1205798400.0,SIDEWAY
SGT,2008,3,19,1,12,3,Wednesday,2008-03-19,39.76,41.95,39.76,39.76,6770.0,1205884800.0,SIDEWAY
SGT,2008,3,20,1,12,4,Thursday,2008-03-20,37.88,37.88,37.88,37.88,320.0,1205971200.0,SIDEWAY
SGT,2008,3,21,1,12,5,Friday,2008-03-21,36.0,36.0,36.0,36.0,1700.0,1206057600.0,SIDEWAY
SGT,2008,3,24,1,13,1,Monday,2008-03-24,34.44,34.44,34.44,34.44,350.0,1206316800.0,SIDEWAY
SGT,2008,3,25,1,13,2,Tuesday,2008-03-25,32.87,32.87,32.87,32.87,100.0,1206403200.0,SIDEWAY
SGT,2008,3,26,1,13,3,Wednesday,2008-03-26,31.24,34.44,31.24,34.44,32850.0,1206489600.0,UPTREND
SGT,2008,3,27,1,13,4,Thursday,2008-03-27,34.12,34.75,34.12,34.75,13450.0,1206576000.0,UPTREND
SGT,2008,3,28,1,13,5,Friday,2008-03-28,34.75,35.06,34.75,35.06,19860.0,1206662400.0,UPTREND
SGT,2008,3,31,1,14,1,Monday,2008-03-31,35.37,35.37,35.37,35.37,20250.0,1206921600.0,SIDEWAY
SGT,2008,4,1,2,14,2,Tuesday,2008-04-01,35.69,35.69,35.69,35.69,18610.0,1207008000.0,SIDEWAY
SGT,2008,4,2,2,14,3,Wednesday,2008-04-02,36.0,36.0,36.0,36.0,5500.0,1207094400.0,SIDEWAY
