stock_code,name_vn,name_en,name_short,post_to,C
CVHM2220,CVHM2220,CVHM2220,CVHM2220,HOSE,1
CVHM2301,CVHM2301,CVHM2301,CVHM2301,HOSE,1
CVHM2302,CVHM2302,CVHM2302,CVHM2302,HOSE,1
CVHM2303,CVHM2303,CVHM2303,CVHM2303,HOSE,1
CVHM2304,CVHM2304,CVHM2304,CVHM2304,HOSE,1
CVHM2305,CVHM2305,CVHM2305,CVHM2305,HOSE,1
CVHM2306,CVHM2306,CVHM2306,CVHM2306,HOSE,1
CVHM2307,CVHM2307,CVHM2307,CVHM2307,HOSE,1
CVHM2308,CVHM2308,CVHM2308,CVHM2308,HOSE,1
CVHM2309,CVHM2309,CVHM2309,CVHM2309,HOSE,1
CVHM2310,CVHM2310,CVHM2310,CVHM2310,HOSE,1
CVHM2311,CVHM2311,CVHM2311,CVHM2311,HOSE,1
CVHM2312,CVHM2312,CVHM2312,CVHM2312,HOSE,1
CVHM2313,CVHM2313,CVHM2313,CVHM2313,HOSE,1
CVHM2314,CVHM2314,CVHM2314,CVHM2314,HOSE,1
CVHM2315,CVHM2315,CVHM2315,CVHM2315,HOSE,1
CVHM2316,CVHM2316,CVHM2316,CVHM2316,HOSE,1
CVHM2317,CVHM2317,CVHM2317,CVHM2317,HOSE,1
CVHM2318,CVHM2318,CVHM2318,CVHM2318,HOSE,1
CVIB2201,CVIB2201,CVIB2201,CVIB2201,HOSE,1
CVIB2301,CVIB2301,CVIB2301,CVIB2301,HOSE,1
CVIB2302,CVIB2302,CVIB2302,CVIB2302,HOSE,1
CVIB2303,CVIB2303,CVIB2303,CVIB2303,HOSE,1
CVIB2304,CVIB2304,CVIB2304,CVIB2304,HOSE,1
CVIB2305,CVIB2305,CVIB2305,CVIB2305,HOSE,1
CVIB2306,CVIB2306,CVIB2306,CVIB2306,HOSE,1
CVIC2301,CVIC2301,CVIC2301,CVIC2301,HOSE,1
CVIC2302,CVIC2302,CVIC2302,CVIC2302,HOSE,1
CVIC2303,CVIC2303,CVIC2303,CVIC2303,HOSE,1
CVIC2304,CVIC2304,CVIC2304,CVIC2304,HOSE,1
CVIC2305,CVIC2305,CVIC2305,CVIC2305,HOSE,1
CVIC2306,CVIC2306,CVIC2306,CVIC2306,HOSE,1
CVIC2307,CVIC2307,CVIC2307,CVIC2307,HOSE,1
CVIC2308,CVIC2308,CVIC2308,CVIC2308,HOSE,1
CVIC2309,CVIC2309,CVIC2309,CVIC2309,HOSE,1
CVIC2310,CVIC2310,CVIC2310,CVIC2310,HOSE,1
CVIC2311,CVIC2311,CVIC2311,CVIC2311,HOSE,1
CVIC2312,CVIC2312,CVIC2312,CVIC2312,HOSE,1
CVIC2313,CVIC2313,CVIC2313,CVIC2313,HOSE,1
CVIC2314,CVIC2314,CVIC2314,CVIC2314,HOSE,1
CVJC2204,CVJC2204,CVJC2204,CVJC2204,HOSE,1
CVJC2206,CVJC2206,CVJC2206,CVJC2206,HOSE,1
CVN,CÔNG TY CỔ PHẦN VINAM,Vinam JSC,CVN,HNX,2
CVNM2207,CVNM2207,CVNM2207,CVNM2207,HOSE,1
CVNM2209,CVNM2209,CVNM2209,CVNM2209,HOSE,1
CVNM2210,CVNM2210,CVNM2210,CVNM2210,HOSE,1
CVNM2211,CVNM2211,CVNM2211,CVNM2211,HOSE,1
CVNM2212,CVNM2212,CVNM2212,CVNM2212,HOSE,1
CVNM2301,CVNM2301,CVNM2301,CVNM2301,HOSE,1
CVNM2302,CVNM2302,CVNM2302,CVNM2302,HOSE,1
CVNM2303,CVNM2303,CVNM2303,CVNM2303,HOSE,1
CVNM2304,CVNM2304,CVNM2304,CVNM2304,HOSE,1
CVNM2305,CVNM2305,CVNM2305,CVNM2305,HOSE,1
CVNM2306,CVNM2306,CVNM2306,CVNM2306,HOSE,1
CVNM2307,CVNM2307,CVNM2307,CVNM2307,HOSE,1
CVNM2308,CVNM2308,CVNM2308,CVNM2308,HOSE,1
CVNM2309,CVNM2309,CVNM2309,CVNM2309,HOSE,1
CVNM2310,CVNM2310,CVNM2310,CVNM2310,HOSE,1
CVNM2311,CVNM2311,CVNM2311,CVNM2311,HOSE,1
CVNM2312,CVNM2312,CVNM2312,CVNM2312,HOSE,1
CVNM2313,CVNM2313,CVNM2313,CVNM2313,HOSE,1
CVNM2314,CVNM2314,CVNM2314,CVNM2314,HOSE,1
CVNM2315,CVNM2315,CVNM2315,CVNM2315,HOSE,1
CVP,Công ty cổ phần Cảng Cửa Việt,Công ty cổ phần Cảng Cửa Việt,CVP,UPCOM,3
CVPB2207,CVPB2207,CVPB2207,CVPB2207,HOSE,1
CVPB2211,CVPB2211,CVPB2211,CVPB2211,HOSE,1
CVPB2212,CVPB2212,CVPB2212,CVPB2212,HOSE,1
CVPB2213,CVPB2213,CVPB2213,CVPB2213,HOSE,1
CVPB2214,CVPB2214,CVPB2214,CVPB2214,HOSE,1
CVPB2301,CVPB2301,CVPB2301,CVPB2301,HOSE,1
CVPB2302,CVPB2302,CVPB2302,CVPB2302,HOSE,1
CVPB2303,CVPB2303,CVPB2303,CVPB2303,HOSE,1
CVPB2304,CVPB2304,CVPB2304,CVPB2304,HOSE,1
CVPB2305,CVPB2305,CVPB2305,CVPB2305,HOSE,1
CVPB2306,CVPB2306,CVPB2306,CVPB2306,HOSE,1
CVPB2307,CVPB2307,CVPB2307,CVPB2307,HOSE,1
CVPB2308,CVPB2308,CVPB2308,CVPB2308,HOSE,1
CVPB2309,CVPB2309,CVPB2309,CVPB2309,HOSE,1
CVPB2310,CVPB2310,CVPB2310,CVPB2310,HOSE,1
CVPB2311,CVPB2311,CVPB2311,CVPB2311,HOSE,1
CVPB2312,CVPB2312,CVPB2312,CVPB2312,HOSE,1
CVPB2313,CVPB2313,CVPB2313,CVPB2313,HOSE,1
CVPB2314,CVPB2314,CVPB2314,CVPB2314,HOSE,1
CVPB2315,CVPB2315,CVPB2315,CVPB2315,HOSE,1
CVPB2316,CVPB2316,CVPB2316,CVPB2316,HOSE,1
CVPB2317,CVPB2317,CVPB2317,CVPB2317,HOSE,1
CVPB2318,CVPB2318,CVPB2318,CVPB2318,HOSE,1
CVPB2319,CVPB2319,CVPB2319,CVPB2319,HOSE,1
CVRE2211,CVRE2211,CVRE2211,CVRE2211,HOSE,1
CVRE2212,CVRE2212,CVRE2212,CVRE2212,HOSE,1
CVRE2213,CVRE2213,CVRE2213,CVRE2213,HOSE,1
CVRE2215,CVRE2215,CVRE2215,CVRE2215,HOSE,1
CVRE2216,CVRE2216,CVRE2216,CVRE2216,HOSE,1
CVRE2217,CVRE2217,CVRE2217,CVRE2217,HOSE,1
CVRE2218,CVRE2218,CVRE2218,CVRE2218,HOSE,1
CVRE2219,CVRE2219,CVRE2219,CVRE2219,HOSE,1
CVRE2220,CVRE2220,CVRE2220,CVRE2220,HOSE,1
CVRE2221,CVRE2221,CVRE2221,CVRE2221,HOSE,1
CVRE2301,CVRE2301,CVRE2301,CVRE2301,HOSE,1
CVRE2302,CVRE2302,CVRE2302,CVRE2302,HOSE,1
CVRE2303,CVRE2303,CVRE2303,CVRE2303,HOSE,1
CVRE2304,CVRE2304,CVRE2304,CVRE2304,HOSE,1
CVRE2305,CVRE2305,CVRE2305,CVRE2305,HOSE,1
CVRE2306,CVRE2306,CVRE2306,CVRE2306,HOSE,1
CVRE2307,CVRE2307,CVRE2307,CVRE2307,HOSE,1
CVRE2308,CVRE2308,CVRE2308,CVRE2308,HOSE,1
CVRE2309,CVRE2309,CVRE2309,CVRE2309,HOSE,1
CVRE2310,CVRE2310,CVRE2310,CVRE2310,HOSE,1
CVRE2311,CVRE2311,CVRE2311,CVRE2311,HOSE,1
CVRE2312,CVRE2312,CVRE2312,CVRE2312,HOSE,1
CVRE2313,CVRE2313,CVRE2313,CVRE2313,HOSE,1
CVRE2314,CVRE2314,CVRE2314,CVRE2314,HOSE,1
CVRE2315,CVRE2315,CVRE2315,CVRE2315,HOSE,1
CVRE2316,CVRE2316,CVRE2316,CVRE2316,HOSE,1
CVRE2317,CVRE2317,CVRE2317,CVRE2317,HOSE,1
CVRE2318,CVRE2318,CVRE2318,CVRE2318,HOSE,1
CVRE2319,CVRE2319,CVRE2319,CVRE2319,HOSE,1
CVRE2320,CVRE2320,CVRE2320,CVRE2320,HOSE,1
CVT,Công ty Cổ phần CMC,CMC Joint Stock Company,CVT,HOSE,1
CVT122007,Trái phiếu Công ty cổ phần CMC,CVT122007,CVT122007,HNX,2
CVT122008,Trái phiếu Công ty cổ phần CMC CVT122008,CVT122008,CVT122008,HNX,2
CVT122009,Trái phiếu Công ty cổ phần CMC CVT122009,CVT122009,CVT122009,HNX,2
CX8,CTCP Đầu tư và Xây lắp Constrexim số 8,CONSTREXIM No. 8 Investment and Construction JSC,CX8,HNX,2
CYC,CTCP Gạch men Chang Yih,Chang Yih Ceramic Joint Stock Company,CYC,UPCOM,3
D11,Công ty cổ phần Địa ốc 11,Real Estate 11 JSC,D11,HNX,2
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Industrial Urban Development Joint Stock Company No.2,D2D,HOSE,1
DAC,Công ty cổ phần 382 Đông Anh,Viglacera Dong Anh JSC,DAC,UPCOM,3
DAD,Công ty cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Da Nang Education Development and Investment JSC,DAD,HNX,2
DAE,CTCP Sách giáo dục tại Tp Đà Nẵng,Educational Book JSC In Da Nang City,DAE,HNX,2
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,Dong A Plastic Group Joint – Stock Company,DAG,HOSE,1
DAH,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Dong A Hotel Group Joint Stock Company,DAH,HOSE,1
DAN,Công ty cổ phần Dược Danapha,Danapha Pharmaceutical Joint Stock Company,DAN,UPCOM,3
DAS,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,Danang Petroleum Machinery - Technology Joint Stock Company,DAS,UPCOM,3
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Travel Investment And Seafood Development Corporation,DAT,HOSE,1
DBC,CTCP Tập đoàn DABACO Việt Nam,DABACO Group,DBC,HOSE,1
DBD,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar),Binh Dinh Pharmaceutical And Medical Equipment Joint Stock Company,DBD,HOSE,1
DBM,CTCP Dược - Vật tư y tế Đăk Lăk,Dak Lak Pharmaceutical Medial Equipment Joint Stock Company,DBM,UPCOM,3
DBT,CTCP Dược phẩm Bến Tre,Ben Tre Pharmaceutical JSC,DBT,HOSE,1
DC1,CTCP Đầu tư Phát triển Xây dựng số 1,Development Investment Construction Number 1 Joint Stock Company,DC1,UPCOM,3
DC2,CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2,Development Investment Construction Number 2 JSC,DC2,HNX,2
DC4,Công ty Cổ phần Xây dựng DIC Holdings,DIC Holdings Construction JSC,DC4,HOSE,1
DCF,CTCP Xây dựng và Thiết kế Số 1,Design And Construction Joint Stock Company No 1,DCF,UPCOM,3
DCG,Công ty cổ phần Tổng Công ty May Đáp Cầu,Cong ty co phan Tong Cong ty May Dap Cau,DCG,UPCOM,3
DCH,CTCP Địa chính Hà Nội,DCH,DCH,UPCOM,3
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Cuu Long Pharmaceutical Joint Stock Corporation,DCL,HOSE,1
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,PetroVietnam Ca Mau Fertilizer Joint Stock Company,DCM,HOSE,1
DCR,Công ty cổ phần Gạch men Cosevco,Cong ty co phan Gach men Cosevco,DCR,UPCOM,3
DCS,CTCP Tập Đoàn Đại Châu,Dai Chau JSC,DCS,UPCOM,3
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Dong Nai Roofsheet & Construction Material Joint Stock Company,DCT,UPCOM,3
DDG,Công ty cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,CTCP Dau tu Cong nghiep XNK Dong Duong,DDG,HNX,2
DDH,CTCP Đảm bảo giao thông đường thủy Hải Phòng,Hai Phong Waterway Traffic Assurance Joint Stock Company,DDH,UPCOM,3
DDM,CTCP Hàng hải Đông Đô,DongDo Marine Joint Stock Company,DDM,UPCOM,3
DDN,CTCP Dược - Thiết bị y tế Đà Nẵng,Da Nang Pharmaceutical - Medical Equipment Joint Stock Company,DDN,UPCOM,3
DDV,CTCP DAP - VINACHEM,DAP - VINACHEM Joint Stock Company,DDV,UPCOM,3
DFC,CTCP Xích líp Đông Anh,Dong Anh C&F Joint Stock Company,DFC,UPCOM,3
DFF,Công ty cổ phần Tập đoàn Đua Fat,Dua Fat Group Joint Stock Company,DFF,UPCOM,3
DGC,CTCP Tập đoàn Hóa chất Đức Giang,Duc Giang Chemicals Group Joint Stock Company,DGC,HOSE,1
DGT,CTCP Công trình Giao thông Đồng Nai,DONA Transportation Construction Joint Stock Company,DGT,UPCOM,3
DGW,Công ty Cổ phần Thế Giới Số,DIGIWORLD CORP.,DGW,HOSE,1
DHA,Công ty Cổ phần Hóa An,Hoa An Joint Stock Company,DHA,HOSE,1
DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Ha Bac Nitrogenous Fertilizer & Chemicals Joint Stock Company,DHB,UPCOM,3
DHC,Công ty Cổ phần Đông Hải Bến Tre,Dong Hai Joint Stock Company of Bentre,DHC,HOSE,1
DHD,CTCP Dược Vật tư Y tế Hải Dương,Hai Duong Pharmaceutical Medical Material Joint Company,DHD,UPCOM,3
DHG,Công ty Cổ phần Dược Hậu Giang,DHG Pharmaceutical Joint Stock Company,DHG,HOSE,1
DHM,Công ty Cổ phần Thương mại và Khai thác Khoáng sản Dương Hiếu,Duong Hieu Trading and Mining Joint Stock Company,DHM,HOSE,1
DHN,CTCP Dược phẩm Hà Nội,DHN,DHN,UPCOM,3
DHP,CTCP Điện cơ Hải Phòng,Hai Phong Electrical Mechanical JSC,DHP,HNX,2
DHT,CTCP Dược phẩm Hà Tây,Ha Tay Pharmaceutical JSC,DHT,HNX,2
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,Dic Investment And Trading Joint Stock Company,DIC,UPCOM,3
DID,CTCP DIC - Đồng Tiến,DIC DONG TIEN JSC,DID,UPCOM,3
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Development Investment Construction Joint Stock Corporation,DIG,HOSE,1
DIH,Công ty cổ phần Đầu tư Phát triển Xây dựng Hội An,Development Investment Construction Hoi An Joint Stock Company,DIH,HNX,2
DKC,Công ty cổ phần Chợ Lạng Sơn,Lang Son Market Joint Stock Company,DKC,UPCOM,3
DL1,Công ty Cổ phần Tập đoàn Alpha Seven,Alpha Seven Group Joint Stock Company,DL1,HNX,2
DLD,CTCP Du Lịch Đắk Lắk,Daklaktourist,DLD,UPCOM,3
DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Duc Long Gia Lai Group Joint Stock Company.,DLG,HOSE,1
DLM,Công ty cổ phần Chiếu sáng công cộng Đà Nẵng,Danang Lighting Management Company,DLM,UPCOM,3
DLR,Công ty Cổ phần Địa ốc Đà Lạt,Dalat Real Estate JSC,DLR,UPCOM,3
DLT,CTCP Du lịch và Thương mại - Vinacomin,Vinacomin - Tourism & Trading Joint Stock Company,DLT,UPCOM,3
DM7,Công ty cổ phần Dệt May 7,Det May 7 Joint Stock Company,DM7,UPCOM,3
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Domesco Medical Import Export Joint Stock Corporation,DMC,HOSE,1
DMN,Công ty cổ phần Domenal,Domenal Joint Stock Company,DMN,UPCOM,3
DMS,Công ty cổ phần Hóa phẩm Dầu khí DMC - Miền Nam,DMC - Southern Petroleum Chemicals Joint Stock Company,DMS,UPCOM,3
DNA,CTCP Điện nước An Giang,An Giang Power And Water Supply Joint Stock Company,DNA,UPCOM,3
DNC,CTCP Điện nước lắp máy Hải Phòng,Hai Phong Electricity Water Machine Assembly Joint Stock,DNC,HNX,2
DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Dong Nai Material & Building Investment Joint - Stock Company,DND,UPCOM,3
DNE,CTCP Môi trường Đô thị Đà Nẵng,DaNang Urban Environment Joint Stock Company,DNE,UPCOM,3
DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Da Nhim - Ham Thuan - Da Mi Hydro Power Joint Stock Company,DNH,UPCOM,3
DNL,CTCP Logistics Cảng Đà Nẵng,Da Nang Port Logistics Joint Stock Company,DNL,UPCOM,3
DNM,TỔNG CÔNG TY CỔ PHẦN Y TẾ DANAMECO,DANAMECO Medical Joint Stock Corporation,DNM,UPCOM,3
DNN,CTCP Cấp nước Đà Nẵng,Da Nang Water Supply Joint Stock Company,DNN,UPCOM,3
DNP,Công ty cổ phần DNP Holding,Shares of DNP Holding Joint Stock Company,DNP,HNX,2
DNT,Công ty cổ phần Du lịch Đồng Nai,Dong Nai Tourist Joint Stock Company,DNT,UPCOM,3
DNW,Công ty Cổ phần Cấp nước Đồng Nai,Dong Nai Water Joint Stock Company,DNW,UPCOM,3
DOC,CTCP Vật tư Nông nghiệp Đồng Nai,Dong Nai Joint Stock Company Of Agricultural Material,DOC,UPCOM,3
DOP,CTCP Vận tải Xăng dầu Đồng Tháp,DongThap Petroleum Transportation Joint Stock Company,DOP,UPCOM,3
DP1,Công ty cổ phần Dược phẩm Trung ương CPC1,Central Pharmaceutical CPC1.JSC,DP1,UPCOM,3
DP2,CTCP Dược phẩm Trung ương 2,Central Pharmaceutical Joint Stock Company No2,DP2,UPCOM,3
DP3,CTCP Dược phẩm Trung ương 3,Central Pharmaceutical Joint Stock Company No3,DP3,HNX,2
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Da Nang Plastic JSC,DPC,HNX,2
DPD,C? phi?u CTCP Cao su ??ng Ph? - ??k N?ng,Dong Phu – Dak Nong Ruber Joint Stock Company,DPD,UPCOM,3
DPG,Công ty cổ phần Tập đoàn Đạt Phương,Dat Phuong Joint Stock Company,DPG,HOSE,1
DPH,CTCP Dược phẩm Hải Phòng,Hai Phong Pharmaceutical Joint Stock Company,DPH,UPCOM,3
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Petrovietnam Fertilizer And Chemicals Corporation,DPM,HOSE,1
DPP,CTCP Dược Đồng Nai,Dong Nai Pharmaceutical Joint Stock Company.,DPP,UPCOM,3
DPR,Công ty Cổ phần Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,DPR,HOSE,1
DPS,CTCP Đầu tư Phát triển Sóc Sơn,Soc Son Development Investment Join Stock Company,DPS,UPCOM,3
DQC,Công ty Cổ phần Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,DQC,HOSE,1
DRC,Công ty Cổ phần Cao su Đà Nẵng,Danang Rubber Joint Stock Company,DRC,HOSE,1
DRG,Công ty cổ phần Cao su Đắk Lắk,Daklak Rubber Joint Stock Company,DRG,UPCOM,3
DRH,Công ty Cổ phần DRH Holdings,DRH HOLDING JSC,DRH,HOSE,1
DRI,CTCP Đầu tư Cao su Đắk Lắk,DakLak Rubber Investment Joint Stock Company,DRI,UPCOM,3
DRL,Công ty Cổ phần Thủy điện - Điện lực 3,Hydro Power Joint Stock Company – Power No.3,DRL,HOSE,1
DS3,Công ty cổ phần DS3,Shares of DS3 Joint Stock Company,DS3,HNX,2
DSC,Công ty cổ phần Chứng khoán DSC,DaNang Securities Company,DSC,UPCOM,3
DSD,Công ty cổ phần DHC Suối Đôi,Công ty cổ phần DHC Suối Đôi,DSD,UPCOM,3
DSG,Công ty cổ phần Kính Đáp Cầu,Viglacera DapCau Sheet Glass Joint Stock Company,DSG,UPCOM,3
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Dam Sen Water Park Corporation,DSN,HOSE,1
DSP,Công ty cổ phần Dịch vụ Du lịch Phú Thọ,Phu Tho Tourist Service Joint Stock Company,DSP,UPCOM,3
DST,CTCP Đầu tư Sao Thăng Long,Nam Dinh Educational Book and Equipment JSC,DST,HNX,2
DSV,CTCP Đường sắt Vĩnh Phú,Vinhphu Railway Joint Stock Company,DSV,UPCOM,3
DTA,Công ty Cổ phần Đệ Tam,De Tam Joint Stock Company.,DTA,HOSE,1
DTB,Công ty cổ phần Công trình Đô thị Bảo Lộc,BAOLOC URCO,DTB,UPCOM,3
DTC,CTCP Viglacera Đông Triều,Viglacera Dong Trieu Joint Stock Company,DTC,HNX,2
DTD,CTCP Đầu tư Phát triển Thành Đạt,Thanh Dat Investment Development Joint Stock Company,DTD,HNX,2
DTE,Công ty cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,Dai Truong Thanh Holdings Energy Investment Joint Stock Company,DTE,UPCOM,3
DTG,CTCP Dược phẩm Tipharco,Tipharco Pharmaceutical Joint Stock Company,DTG,HNX,2
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Thanh Hoa Medical Materials Pharmaceutial Joint Stock Company,DTH,UPCOM,3
DTI,CTCP Đầu tư Đức Trung,Duc Trung Investment Join Stock Company,DTI,UPCOM,3
DTK,Tổng công ty Điện lực TKV - CTCP,Vinacomin – Power Holding Corporation,DTK,HNX,2
DTL,Công ty Cổ phần Đại Thiên Lộc,Dai Thien Loc Corporation.,DTL,HOSE,1
DTP,Công ty cổ phần Dược phẩm CPC1 Hà Nội,Ha Noi CPC1 Pharmaceutical Joint Stock Company,DTP,UPCOM,3
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,DTT,HOSE,1
DTV,Công ty Cổ phần phát triển Điện Trà Vinh,TRA VINH ELECTRIC DEVELOPMENT JOINT STOCK CORPORATION,DTV,UPCOM,3
DUS,Công ty cổ phần Dịch vụ Đô thị Đà Lạt,Dalat Urban Service Joint Stock Company,DUS,UPCOM,3
DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Hai Phong Port Trading and Services Joint Stock Company,DVC,UPCOM,3
DVG,Công ty cổ phần Đại Việt Group DVG,Shares of Dai Viet Group DVG Joint Stock Company,DVG,HNX,2
DVM,Công ty cổ phần Dược liệu Việt Nam,CTCP DUOC LIEU VIET NAM,DVM,HNX,2
DVN,Tổng Công ty Dược Việt Nam - CTCP,VietNam Pharmaceutical Corporation,DVN,UPCOM,3
DVP,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Dinh Vu Port Investment & Development Joint Stock Company,DVP,HOSE,1
DVW,Công ty cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,Dong Nai Water Supply Construction and Services Joint Stock Company,DVW,UPCOM,3
DWC,CTCP Cấp nước Đắk Lắk,DWC,DWC,UPCOM,3
DWS,Công ty cổ phần Cấp nước và Môi trường đô thị Đồng Tháp,Dong Thap Water Supply & Urban Environment Joint - Stock Company,DWS,UPCOM,3
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Dat Xanh Real Estate Service & Constructions Corporation.,DXG,HOSE,1
DXL,CTCP Du lịch và Xuất nhập khẩu Lạng Sơn,Lang Son Tourism and Import - Export Joint Stock Company,DXL,UPCOM,3
DXP,Công ty cổ phần Cảng Đoạn Xá,Doan Xa Port Joint Stock Company,DXP,HNX,2
DXS,Công ty cổ phần Dịch vụ Bất động sản Đất Xanh,Dat Xanh Real Estate Services Joint Stock Company,DXS,HOSE,1
DXV,Công ty Cổ phần Vicem Vật liệu Xây dựng Đà Nẵng,Da Nang Construction Building Materials Vicem Joint Stock Company,DXV,HOSE,1
DZM,Công ty Cổ phần Cơ điện Dzĩ An,Dzi An Mechanoelectric JSC,DZM,HNX,2
E12,Công ty cổ phần Xây dựng điện Vneco12,Vneco12 Electricity Contruction Joint Stock Company,E12,UPCOM,3
E1VFVN30,QUY ETF VFMVN30,E1VFVN30,E1VFVN30,HOSE,1
E29,Công ty cổ phần Đầu tư xây dựng và kỹ thuật 29,29 Investment Construction And Engineering Joint Stock Company,E29,UPCOM,3
EBS,"CTCP Sách giáo dục tại TP, Hà Nội",Educational Book JSC in Hanoi City,EBS,HNX,2
ECI,Công ty cổ phần Tập đoàn ECI,ECI Group Joint Stock Company,ECI,HNX,2
EFI,CTCP Đầu tư tài chính Giáo dục,Education Financial Investment Joint Stock Company,EFI,UPCOM,3
EIB,Ngân hàng Thương mại Cổ phần Xuất Nhập khẩu Việt Nam,Vietnam Export Import Commercial Joint Stock Bank,EIB,HOSE,1
EIC,CTCP EVN Quốc Tế,EVN International Joint Stock Company,EIC,UPCOM,3
EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,Hanoi Education Development and Investment JSC,EID,HNX,2
EIN,CTCP Đầu tư - Thương mại - Dịch vụ Điện lực,Power Investment – Trade – Service Joint Stock Company,EIN,UPCOM,3
ELC,Công ty cổ phần Công nghệ - Viễn thông Elcom,Elcom Technology Communications Corporation,ELC,HOSE,1
EMC,Công ty Cổ phần Cơ điện Thủ Đức,ThuDuc Electro Mechanical Joint Stock Company,EMC,HOSE,1
EME,CTCP Điện Cơ,Electro Mechanical Company,EME,UPCOM,3
EMG,CTCP Thiết bị phụ tùng cơ điện,Electrical Mechanical Equipment and Spare Parts Joint Stock Company,EMG,UPCOM,3
EMS,Tổng công ty Chuyển phát nhanh Bưu điện- CTCP,P&T Express Service Joint Stock Company,EMS,UPCOM,3
EPC,Công ty cổ phần Cà Phê Ea Pốk,Ea Pok Coffee Joint Stock Company,EPC,UPCOM,3
EPH,CTCP Dịch vụ Xuất bản Giáo dục Hà Nội,HaNoi Education Publishing Services Joint Stock Company,EPH,UPCOM,3
EVE,Công ty Cổ phần Everpia,Everpia VietNam Joint Stock Company,EVE,HOSE,1
EVF,Công ty tài chính cổ phần Điện Lực,Cong ty tai chinh co phan Dien Luc,EVF,HOSE,1
EVG,Công ty cổ phần Tập đoàn Everland,Everland Group Joint Stock Company,EVG,HOSE,1
EVS,Công ty cổ phần Chứng khoán Everest,Everest Securities Joint Stock Company,EVS,HNX,2
FBA,CTCP Tập đoàn Quốc Tế FBA,FBA International Group Corporation,FBA,UPCOM,3
FBC,CTCP Cơ khí Phổ Yên,Pho Yen Mechanical Joint Stock Company,FBC,UPCOM,3
FCC,Công ty cổ phần Liên hợp Thực phẩm,Foodstuff Combinatorial Joint Stock Company,FCC,UPCOM,3
FCM,Công ty Cổ phần Khoáng sản FECON,FECON Mining Joint Stock Company,FCM,HOSE,1
FCN,Công ty Cổ phần FECON,Fecon Foundation Engineering and Underground Construction Joint Stock Company,FCN,HOSE,1
FCS,CTCP Lương thực Thành phố Hồ Chí Minh,Ho Chi Minh City Food Joint Stock Company,FCS,UPCOM,3
FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign trade development and investment Corporation of Hochiminh city.,FDC,HOSE,1
FDG,CTCP Docimexco,FDG,FDG,UPCOM,3
FGL,Công ty cổ phần Cà phê Gia Lai,Gia Lai Coffee Joint Stock Company,FGL,UPCOM,3
FHN,CTCP Xuất nhập khẩu Lương thực- Thực phẩm Hà Nội,Hanoi Food Import – Export Joint Stock Company,FHN,UPCOM,3
FHS,Công ty cổ phần Phát hành sách thành phố Hồ Chí Minh - FAHASA,Ho Chi Minh City Book Distribution Corporation,FHS,UPCOM,3
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty cổ phần,FICO CORPORATION - JSC,FIC,UPCOM,3
FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Vietnam Enterprise Investment and Development Joint Stock Company,FID,HNX,2
FIR,Công ty cổ phần Địa ốc First Real,Cong ty co phan Dia oc First Real,FIR,HOSE,1
FIT,Công ty Cổ phần Tập đoàn FIT,F.I.T Investment JSC,FIT,HOSE,1
