id,name,chamber,url,api_uri,chair,chair_id,chair_party,chair_state,chair_uri,ranking_member_id,subcommittees
HSII,Committee on Natural Resources,House,https://naturalresources.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSII.xml,Rob Bishop,B001250,R,UT,https://api.propublica.org/congress/v1/members/B001250.xml,G000551,"[{'id': 'HSII06', 'name': 'Energy and Mineral Resources', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSII/subcommittees/HSII06.json'}, {'id': 'HSII22', 'name': 'Fisheries, Wildlife, Oceans and Insular Affairs', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSII/subcommittees/HSII22.json'}, {'id': 'HSII10', 'name': 'Federal Lands', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSII/subcommittees/HSII10.json'}, {'id': 'HSII13', 'name': 'Water, Wildlife and Fisheries', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSII/subcommittees/HSII13.json'}, {'id': 'HSII15', 'name': 'Oversight and Investigations', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSII/subcommittees/HSII15.json'}, {'id': 'HSII24', 'name': 'Indian and Insular Affairs', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSII/subcommittees/HSII24.json'}]"
HSGO,Committee on Oversight and Accountability,House,https://oversight.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSGO.xml,Jason Chaffetz,C001076,R,UT,https://api.propublica.org/congress/v1/members/C001076.xml,C000984,"[{'id': 'HSGO25', 'name': 'Information Technology', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO25.json'}, {'id': 'HSGO24', 'name': 'Government Operations and the Federal Workforce', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO24.json'}, {'id': 'HSGO06', 'name': 'National Security, the Border, and Foreign Affairs', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO06.json'}, {'id': 'HSGO28', 'name': 'Environment', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO28.json'}, {'id': 'HSGO27', 'name': 'Health Care and Financial Services', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO27.json'}, {'id': 'HSGO29', 'name': 'Intergovernmental Affairs', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO29.json'}, {'id': 'HSGO02', 'name': 'Civil Rights and Civil Liberties', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO02.json'}, {'id': 'HSGO05', 'name': 'Economic Growth, Energy Policy, and Regulatory Affairs', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO05.json'}, {'id': 'HSGO12', 'name': 'Cybersecurity, Information Technology, and Government Innovation', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSGO/subcommittees/HSGO12.json'}]"
HSRU,Committee on Rules,House,https://rules.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSRU.xml,Pete Sessions,S000250,R,TX,https://api.propublica.org/congress/v1/members/S000250.xml,S000480,"[{'id': 'HSRU02', 'name': 'Legislative and Budget Process', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSRU/subcommittees/HSRU02.json'}, {'id': 'HSRU04', 'name': 'Rules and Organization of the House', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSRU/subcommittees/HSRU04.json'}, {'id': 'HSRU05', 'name': 'Expedited Procedures', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSRU/subcommittees/HSRU05.json'}]"
HSSY,"Committee on Science, Space, and Technology",House,https://science.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSSY.xml,Lamar Smith,S000583,R,TX,https://api.propublica.org/congress/v1/members/S000583.xml,J000126,"[{'id': 'HSSY20', 'name': 'Energy', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSY/subcommittees/HSSY20.json'}, {'id': 'HSSY21', 'name': 'Investigations and Oversight', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSY/subcommittees/HSSY21.json'}, {'id': 'HSSY16', 'name': 'Space and Aeronautics', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSY/subcommittees/HSSY16.json'}, {'id': 'HSSY15', 'name': 'Research and Technology', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSY/subcommittees/HSSY15.json'}, {'id': 'HSSY18', 'name': 'Environment', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSY/subcommittees/HSSY18.json'}]"
HSSM,Committee on Small Business,House,https://smallbusiness.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSSM.xml,Steven J. Chabot,C000266,R,OH,https://api.propublica.org/congress/v1/members/C000266.xml,V000081,"[{'id': 'HSSM23', 'name': 'Contracting and Infrastructure', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSM/subcommittees/HSSM23.json'}, {'id': 'HSSM24', 'name': 'Oversight, Investigations, and Regulations', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSM/subcommittees/HSSM24.json'}, {'id': 'HSSM21', 'name': 'Rural Development, Energy, and Supply Chains', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSM/subcommittees/HSSM21.json'}, {'id': 'HSSM25', 'name': 'Underserved, Agricultural, and Rural Business Development', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSM/subcommittees/HSSM25.json'}, {'id': 'HSSM27', 'name': 'Economic Growth, Tax, and Capital Access', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSM/subcommittees/HSSM27.json'}, {'id': 'HSSM26', 'name': 'Innovation, Entrepreneurship, and Workforce Development', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSM/subcommittees/HSSM26.json'}, {'id': 'HSSM22', 'name': 'Innovation, Entrepreneurship, and Workforce Development', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSSM/subcommittees/HSSM22.json'}]"
HSBU,Committee on the Budget,House,https://budget.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSBU.xml,Tom Price,P000591,R,GA,https://api.propublica.org/congress/v1/members/P000591.xml,V000128,[]
HSJU,Committee on the Judiciary,House,https://judiciary.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSJU.xml,Robert W. Goodlatte,G000289,R,VA,https://api.propublica.org/congress/v1/members/G000289.xml,C000714,"[{'id': 'HSJU10', 'name': 'The Constitution and Limited Government', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSJU/subcommittees/HSJU10.json'}, {'id': 'HSJU03', 'name': 'Courts, Intellectual Property, and the Internet', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSJU/subcommittees/HSJU03.json'}, {'id': 'HSJU08', 'name': 'Crime and Federal Government Surveillance', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSJU/subcommittees/HSJU08.json'}, {'id': 'HSJU01', 'name': 'Immigration Integrity, Security, and Enforcement', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSJU/subcommittees/HSJU01.json'}, {'id': 'HSJU05', 'name': 'The Administrative State, Regulatory Reform, and Antitrust', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSJU/subcommittees/HSJU05.json'}, {'id': 'HSJU13', 'name': 'Responsiveness and Accountability to Oversight', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSJU/subcommittees/HSJU13.json'}]"
HSPW,Committee on Transportation and Infrastructure,House,https://transportation.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSPW.xml,Bill Shuster,S001154,R,PA,https://api.propublica.org/congress/v1/members/S001154.xml,D000191,"[{'id': 'HSPW05', 'name': 'Aviation', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSPW/subcommittees/HSPW05.json'}, {'id': 'HSPW07', 'name': 'Coast Guard and Maritime Transportation', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSPW/subcommittees/HSPW07.json'}, {'id': 'HSPW13', 'name': 'Economic Development, Public Buildings, and Emergency Management', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSPW/subcommittees/HSPW13.json'}, {'id': 'HSPW12', 'name': 'Highways and Transit', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSPW/subcommittees/HSPW12.json'}, {'id': 'HSPW14', 'name': 'Railroads, Pipelines, and Hazardous Materials', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSPW/subcommittees/HSPW14.json'}, {'id': 'HSPW02', 'name': 'Water Resources and Environment', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSPW/subcommittees/HSPW02.json'}]"
HSVR,Committee on Veterans' Affairs,House,https://veterans.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSVR.xml,Jeff Miller,M001144,R,FL,https://api.propublica.org/congress/v1/members/M001144.xml,T000472,"[{'id': 'HSVR09', 'name': 'Disability Assistance and Memorial Affairs', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSVR/subcommittees/HSVR09.json'}, {'id': 'HSVR10', 'name': 'Economic Opportunity', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSVR/subcommittees/HSVR10.json'}, {'id': 'HSVR03', 'name': 'Health', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSVR/subcommittees/HSVR03.json'}, {'id': 'HSVR08', 'name': 'Oversight and Investigations', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSVR/subcommittees/HSVR08.json'}, {'id': 'HSVR11', 'name': 'Technology Modernization', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSVR/subcommittees/HSVR11.json'}]"
HSWM,Committee on Ways and Means,House,https://waysandmeans.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSWM.xml,Kevin Brady,B000755,R,TX,https://api.propublica.org/congress/v1/members/B000755.xml,N000015,"[{'id': 'HSWM02', 'name': 'Health', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSWM/subcommittees/HSWM02.json'}, {'id': 'HSWM03', 'name': 'Work and Welfare', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSWM/subcommittees/HSWM03.json'}, {'id': 'HSWM06', 'name': 'Oversight', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSWM/subcommittees/HSWM06.json'}, {'id': 'HSWM05', 'name': 'Tax', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSWM/subcommittees/HSWM05.json'}, {'id': 'HSWM01', 'name': 'Social Security', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSWM/subcommittees/HSWM01.json'}, {'id': 'HSWM04', 'name': 'Trade', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSWM/subcommittees/HSWM04.json'}]"
HSIG,Permanent Select Committee on Intelligence,House,https://intelligence.house.gov/,https://api.propublica.org/congress/v1/114/house/committees/HSIG.xml,Devin Nunes,N000181,R,CA,https://api.propublica.org/congress/v1/members/N000181.xml,S001150,"[{'id': 'HSIG06', 'name': 'National Intelligence Enterprise', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG06.json'}, {'id': 'HSIG09', 'name': 'Oversight and Investigations', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG09.json'}, {'id': 'HSIG05', 'name': 'Counterterrorism, Counterintelligence, and Counterproliferation', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG05.json'}, {'id': 'HSIG08', 'name': 'Intelligence Modernization and Readiness', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG08.json'}, {'id': 'HSIG04', 'name': 'Defense Intelligence and Overhead Architecture', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG04.json'}, {'id': 'HSIG03', 'name': 'Emerging Threats', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG03.json'}, {'id': 'HSIG02', 'name': 'National Security Agency and Cyber', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG02.json'}, {'id': 'HSIG01', 'name': 'Central Intelligence Agency', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG01.json'}, {'id': 'HSIG10', 'name': 'Strategic Technologies and Advanced Research', 'api_uri': 'https://api.propublica.org/congress/v1/114/house/committees/HSIG/subcommittees/HSIG10.json'}]"
