symbol,first,last,change,change_percentage
SPI,4.3,6.1,0.42,42
ASA,4.25,5.99,0.41,41
DTC,4.74,6.04,0.27,27
VTC,3.51,4.37,0.25,25
DC2,1.93,2.4,0.24,24
VST,1.3,1.6,0.23,23
HTP,8.01,9.79,0.22,22
ATA,2.7,3.3,0.22,22
QCC,2.94,3.52,0.2,20
PTC,3.4,4.07,0.2,20
CTI,7.58,9.12,0.2,20
SPD,3.52,4.2,0.19,19
GGG,1.1,1.3,0.18,18
RDP,7.6,8.86,0.17,17
VID,2.88,3.33,0.16,16
TSB,6.83,7.91,0.16,16
SDV,7.31,8.39,0.15,15
CX8,4.21,4.83,0.15,15
VNF,17.24,19.61,0.14,14
PV2,2.2,2.5,0.14,14
NTL,6.6,7.55,0.14,14
CVN,1.34,1.53,0.14,14
PPE,7.7,8.7,0.13,13
KTL,5.36,6.04,0.13,13
HTL,26.16,29.53,0.13,13
HSG,5.76,6.5,0.13,13
PMS,4.38,4.91,0.12,12
NAG,3.98,4.44,0.12,12
HVX,4.83,5.41,0.12,12
VE3,9.0,9.96,0.11,11
STS,40.5,45.0,0.11,11
S27,0.9,1.0,0.11,11
HVT,7.5,8.29,0.11,11
CMG,6.92,7.69,0.11,11
VTL,11.89,13.03,0.1,10
VHH,2.0,2.2,0.1,10
VCG,9.06,10.0,0.1,10
TNA,4.39,4.81,0.1,10
TDW,17.16,18.88,0.1,10
NHA,2.33,2.56,0.1,10
KTS,10.82,11.9,0.1,10
HPG,3.42,3.76,0.1,10
DXG,5.81,6.4,0.1,10
DLR,4.76,5.22,0.1,10
VSG,1.1,1.2,0.09,9
VND,1.96,2.14,0.09,9
VFC,8.8,9.6,0.09,9
THS,2.91,3.17,0.09,9
THB,13.04,14.19,0.09,9
TGP,2.23,2.43,0.09,9
SCC,4.7,5.1,0.09,9
QST,4.34,4.74,0.09,9
PXS,15.9,17.38,0.09,9
MDG,2.75,3.01,0.09,9
KDH,6.56,7.16,0.09,9
HLD,5.93,6.46,0.09,9
HBC,5.17,5.64,0.09,9
DLG,8.26,8.98,0.09,9
TMP,14.23,15.36,0.08,8
TLH,3.36,3.63,0.08,8
TL4,4.1,4.44,0.08,8
RAL,22.87,24.73,0.08,8
PVE,7.64,8.26,0.08,8
PVB,29.98,32.35,0.08,8
PPS,5.14,5.54,0.08,8
HBS,4.8,5.2,0.08,8
DRH,3.79,4.11,0.08,8
DIG,5.0,5.39,0.08,8
BXH,8.18,8.8,0.08,8
ALT,7.77,8.42,0.08,8
ADC,7.29,7.89,0.08,8
VPH,3.13,3.34,0.07,7
VNG,10.51,11.29,0.07,7
UDC,3.93,4.22,0.07,7
TV4,5.98,6.42,0.07,7
TDH,6.58,7.06,0.07,7
SJS,16.85,18.09,0.07,7
PTS,2.72,2.92,0.07,7
PSB,7.6,8.1,0.07,7
POV,4.43,4.76,0.07,7
PHH,5.8,6.2,0.07,7
PAC,10.63,11.37,0.07,7
NBW,12.72,13.57,0.07,7
LCG,3.94,4.23,0.07,7
KDC,17.57,18.77,0.07,7
DCL,9.83,10.52,0.07,7
CEO,7.99,8.54,0.07,7
APS,4.0,4.28,0.07,7
WSS,8.6,9.1,0.06,6
VIC,21.04,22.33,0.06,6
TTF,10.4,11.0,0.06,6
TNT,4.02,4.25,0.06,6
TNB,2.52,2.68,0.06,6
SSI,8.81,9.3,0.06,6
SHS,2.13,2.25,0.06,6
SDB,1.7,1.8,0.06,6
PPI,7.75,8.25,0.06,6
PET,8.49,9.03,0.06,6
ORS,2.07,2.2,0.06,6
LO5,3.11,3.3,0.06,6
L35,3.57,3.8,0.06,6
HLC,4.61,4.9,0.06,6
DTA,5.14,5.43,0.06,6
CIG,1.7,1.8,0.06,6
ACC,12.23,12.92,0.06,6
VNL,13.78,14.52,0.05,5
TNG,6.8,7.11,0.05,5
TLG,17.53,18.34,0.05,5
SVN,4.1,4.3,0.05,5
PVC,16.74,17.56,0.05,5
PNJ,12.47,13.14,0.05,5
NET,10.93,11.52,0.05,5
LSS,7.18,7.52,0.05,5
L14,3.27,3.43,0.05,5
KMR,5.09,5.36,0.05,5
ITD,5.76,6.03,0.05,5
HU1,4.38,4.61,0.05,5
HIG,4.2,4.43,0.05,5
HHG,8.87,9.34,0.05,5
HAH,10.22,10.68,0.05,5
GDT,11.28,11.88,0.05,5
DIC,7.35,7.69,0.05,5
DAG,11.98,12.57,0.05,5
CSC,6.08,6.38,0.05,5
CMT,11.8,12.4,0.05,5
CJC,11.6,12.17,0.05,5
