uuid,symbol,name,color,iconUrl,marketCap,price,listedAt,tier,change,rank,sparkline,lowVolume,coinrankingUrl,24hVolume,btcPrice
67YlI0K1b,TON,Toncoin,#0088cc,https://cdn.coinranking.com/1mf2KPPah/toncoin.png,3149268190,2.1371379929299525,1640268459,1,-3.11,23,"['2.2055710692689123', '2.2148292507519254', '2.220727450884163', '2.234859657214774', '2.2357375307308884', '2.22003425302931', '2.1862037773781076', '2.1530400565862937', '2.158041754869927', '2.1390606603190085', '2.1424160764214855', '2.153117119580355', '2.127793375716778', '2.1220024336852217', '2.126621308462076', '2.1318273728513044', '2.142272604414634', '2.1392486342516452', '2.1314478496798515', '2.1390977025331384', '2.1407988400828417', '2.14999301019369', '2.1401322904757136', '2.124723368671667']",False,https://coinranking.com/coin/67YlI0K1b+toncoin-ton,44656601,0.000062545907727726
3mVx2FX_iJFp5,XMR,Monero,#ff7519,https://cdn.coinranking.com/Syz-oSd_Z/xmr.svg,2874572599,156.66002459009786,1422489600,1,-0.89,24,"['158.25721864170296', '159.4417178005437', '158.54297478091777', '159.0043633962135', '159.43252161247423', '159.3788167091842', '158.98098357693266', '157.78375529893708', '158.55228679012282', '158.45890518748237', '159.14963088777677', '158.6129283391757', '158.36316572998146', '158.50511121717483', '158.41121884531174', '158.36590801683099', '158.9073836896252', '158.24508341043546', '157.4539351104101', '156.9678942438915', '157.16032659563416', '157.23865220848393', '156.19482026975246', '155.77133418170476']",False,https://coinranking.com/coin/3mVx2FX_iJFp5+monero-xmr,114752388,0.004584843596927589
hnfQfsYfeIGUQ,ETC,Ethereum Classic,#699070,https://cdn.coinranking.com/rJfyor__W/etc.svg,2358950105,16.41860839344401,1469577600,1,-0.96,25,"['16.608600801077976', '16.645924120280224', '16.721855503408424', '16.937521524805227', '16.810594091985745', '16.753471332683063', '16.578826305706553', '16.42131473532617', '16.483838438855976', '16.41544843557215', '16.49633534218365', '16.444320498007908', '16.364474585288892', '16.522388869193154', '16.50616093987808', '16.50681680859877', '16.69282646811832', '16.645887199397965', '16.605771325515718', '16.592662497890352', '16.592301482604192', '16.592889076013606', '16.441675272337747', '16.32762152699128']",False,https://coinranking.com/coin/hnfQfsYfeIGUQ+ethereumclassic-etc,263200645,0.000480510275420328
Knsels4_Ol-Ny,ATOM,Cosmos,#5064fb,https://cdn.coinranking.com/HJzHboruM/atom.svg,2301607395,6.9936940983782705,1552520100,1,-2.53,26,"['7.153281235508992', '7.162851723083353', '7.138784695318449', '7.221798530621107', '7.186818499217688', '7.103246749701326', '6.9841308961413135', '6.918332426625276', '6.94862415198532', '6.898029163910289', '6.9396047519298545', '6.957754933714863', '6.923633722463319', '6.98705788148648', '7.0054021791807335', '6.9722282409778975', '7.055560874000217', '7.040009227473908', '7.021053168201518', '7.027562717155851', '7.040435871450513', '7.0462266397908015', '7.0010010096616195', '6.957159745382925']",False,https://coinranking.com/coin/Knsels4_Ol-Ny+cosmos-atom,184322130,0.000204678849564324
f3iaFeCKEmkaZ,XLM,Stellar,#000000,https://cdn.coinranking.com/78CxK1xsp/Stellar_symbol_black_RGB.svg,2293776099,0.1135222302698554,1484611200,1,-1.06,27,"['0.11464002618208868', '0.11514656959812967', '0.11532242187267022', '0.11815833247814495', '0.11805343409773723', '0.11789235593319938', '0.11613614884065179', '0.11454241869079573', '0.11449513662057342', '0.11395208170946668', '0.11428746662531153', '0.11398532224356288', '0.11373407853457548', '0.11460755655136728', '0.11480300710594846', '0.114538033631966', '0.11520868931679676', '0.1147485849619026', '0.11414319101127197', '0.1140680021130725', '0.11420888752065712', '0.1143094643739913', '0.1137527362693574', '0.11299601217862833']",False,https://coinranking.com/coin/f3iaFeCKEmkaZ+stellar-xlm,166796611,0.000003322364284849
vSo2fu9iE1s0Y,BUSD,Binance USD,#f0b90b,https://cdn.coinranking.com/6SJHRfClq/busd.svg,2029897471,0.9975095319925542,1563197940,1,-0.09,28,"['0.9983946798803534', '0.998938394405471', '0.9987381826973509', '0.9983745817973726', '0.9998965737547986', '0.9996820759742242', '1.0024096430809692', '0.9993971441686804', '0.999832650544529', '1.000978670876918', '0.9995554072918365', '0.9997849067474637', '1.0002526182126132', '0.998079112349278', '1.0010009230948766', '1.0007017419695197', '0.9984568330465153', '1.000623688533769', '1.0009268778439446', '1.0001636402820242', '1.000644366956406', '1.0003766017260864', '1.0020993096677377', '1.001498747294771']",False,https://coinranking.com/coin/vSo2fu9iE1s0Y+binanceusd-busd,5489814320,0.000029193313371402
ymQub4fuB,FIL,Filecoin,#0090ff,https://cdn.coinranking.com/vUmvv-IQA/FIL3-filecoin.svg?size=48x48,1735872333,3.7663731782451735,1602839473,1,-3.15,29,"['3.8797766552275963', '3.9077514793335753', '3.899984112620352', '3.905582904665346', '3.9044559149844935', '3.888860432318251', '3.849052293699879', '3.8008200426991787', '3.800291596916477', '3.7834049230801505', '3.813192546269809', '3.8065700283362447', '3.7857057965476253', '3.836309289740628', '3.8374187274551352', '3.831524877351678', '3.9035075135679693', '3.921990074390117', '3.8801487396636083', '3.834351708054269', '3.816107118185799', '3.8212126542923706', '3.77470697058062', '3.7396532879941224']",False,https://coinranking.com/coin/ymQub4fuB+filecoin-fil,275713050,0.000110227430354997
jad286TjB,HBAR,Hedera,#000000,https://cdn.coinranking.com/dSCnSLilQ/hedera.svg,1712796522,0.05108159129894986,1568704980,1,-0.51,30,"['0.05135263596595245', '0.052043482881237786', '0.052095059796401985', '0.05303282289395389', '0.052606628543793686', '0.05246414385295687', '0.051866769981249915', '0.051014314394649506', '0.05135825407273585', '0.051087885211878084', '0.05134181146938047', '0.05141624862513418', '0.051320347854638154', '0.05151325876416748', '0.0515075921690597', '0.05150858752320666', '0.05198208092215499', '0.05184955718728275', '0.051676365047056264', '0.051636884251913574', '0.05167402080504833', '0.05175005123568142', '0.05151580157558997', '0.050891241844518584']",False,https://coinranking.com/coin/jad286TjB+hedera-hbar,94434582,0.00000149496406247
ncYFcP709,CAKE,PancakeSwap,#fe9555,https://cdn.coinranking.com/aRtgdw7bQ/pancakeswap-cake-logo.png,1691538761,1.1953564973838118,1613642379,1,-0.53,31,"['1.2051533875466807', '1.2113686930149616', '1.2165873577187534', '1.2237184222784538', '1.2172501771325528', '1.2159165018441718', '1.2060911363024263', '1.188918405334818', '1.1916668891031823', '1.186261090940363', '1.1919488591080984', '1.1925450830675048', '1.189758017448453', '1.1932579690511402', '1.1974113047144261', '1.1964173065196417', '1.2037121300906923', '1.2058215188955792', '1.206342982330618', '1.2048563098367315', '1.207659482285037', '1.205283412415622', '1.1991759904382588', '1.189623089938977']",False,https://coinranking.com/coin/ncYFcP709+pancakeswap-cake,25964761,0.000034983542211332
aMNLwaUbY,ICP,Internet Computer (DFINITY),#00042b,https://cdn.coinranking.com/1uJ_RVrmC/dfinity-icp.png,1601193835,3.5795138749132236,1601555742,1,1.22,32,"['3.5326296062675553', '3.562668079593772', '3.587992371528852', '3.6270331670205973', '3.5961788709622393', '3.5759192401718116', '3.556694380975425', '3.518258697298543', '3.553461728791161', '3.5321512128890666', '3.5537316573114808', '3.561985218795892', '3.5356909598455952', '3.5829486375587116', '3.5906627786700946', '3.61383092914504', '3.6701677129976047', '3.648937443485', '3.628120571861574', '3.6135684041866054', '3.6123008345140066', '3.5980772273358133', '3.5673160397048562', '3.5454414592025842']",False,https://coinranking.com/coin/aMNLwaUbY+internetcomputerdfinity-icp,40709724,0.000104758768629395
Pe93bIOD2,LDO,Lido DAO Token,#77cced,https://cdn.coinranking.com/Wp6LFY6ZZ/8000.png,1496857981,1.8529611198547544,1627361901,1,2.24,33,"['1.8115211611657458', '1.804269038039957', '1.7990537560431041', '1.8256455726766851', '1.8146038865758043', '1.8011510278610496', '1.768791551761131', '1.7453684085788348', '1.7866750228957573', '1.7887527392801958', '1.846037287601627', '1.8476321323434146', '1.8213100935989728', '1.8481617233286731', '1.8586528608592938', '1.843027433264477', '1.891330851945376', '1.8851313727568206', '1.8426644804173493', '1.8456997319758275', '1.847356212649264', '1.8459246090015422', '1.8299774356938658', '1.8256796355443496']",False,https://coinranking.com/coin/Pe93bIOD2+lidodaotoken-ldo,101359282,0.000054229130551655
qFakph2rpuMOL,MKR,Maker,#1abc9c,https://cdn.coinranking.com/sjHfS7jCS/mkrdao.svg,1411249219,1443.4432387001912,1502236800,1,-6.56,34,"['1545.0658666388906', '1551.0166688052948', '1553.3387791979042', '1562.1783171366358', '1545.3472695823239', '1530.1595444000482', '1506.8825250731504', '1488.258558277661', '1489.3377051313767', '1477.694232747222', '1483.8878645682219', '1478.8188014230823', '1478.2266396428847', '1498.0600138869363', '1504.5057975745035', '1501.3644208616631', '1505.813988460329', '1494.3777307344794', '1473.6523068176646', '1454.2396108081202', '1453.7869709597223', '1452.0545492849958', '1448.6708727163632', '1442.8728921253226']",False,https://coinranking.com/coin/qFakph2rpuMOL+maker-mkr,137110363,0.04224409837671696
Hm3OlynlC,TWT,Trust Wallet Token,#3375bb,https://cdn.coinranking.com/cZ5j4jiOk/trust-wallet-token.svg,1271358467,1.0506179552372175,1610717385,1,-3.81,35,"['1.086465796466954', '1.0892810887645188', '1.0841749518188164', '1.0870088593564287', '1.0788730233746462', '1.0786987694788552', '1.066717466468301', '1.0550395050748642', '1.0576437642871568', '1.058242430940573', '1.0650840374878123', '1.0657444239816256', '1.0634245762202572', '1.0625116016340879', '1.0648953325373778', '1.0629306766567734', '1.0669096928241557', '1.0666816231316256', '1.066867815374873', '1.068709254398944', '1.0709253227544788', '1.0684065346268306', '1.0600616247651344', '1.0504281964544886']",False,https://coinranking.com/coin/Hm3OlynlC+trustwallettoken-twt,24745409,0.000030747595102771
FEbS54wxo4oIl,VET,VeChain,#4bc0fa,https://cdn.coinranking.com/B1_TDu9Dm/VEN.svg,1251283748,0.018742807878537753,1533427200,1,-0.15,36,"['0.018766467511357823', '0.018892283730649256', '0.01900754942574942', '0.019178349405136', '0.01912856148643193', '0.018964577200265686', '0.01879279412556541', '0.018532431750734064', '0.018493859586639877', '0.01841788171919682', '0.01849783570396111', '0.01847810976889898', '0.018400712396180144', '0.01854624343151014', '0.01854933404759861', '0.018529722958682188', '0.01874591366204068', '0.018747321200397547', '0.018633892514718718', '0.018640810661737794', '0.018699754232425373', '0.018792604012526665', '0.0187125509225226', '0.018523938827237827']",False,https://coinranking.com/coin/FEbS54wxo4oIl+vechain-vet,110021942,5.48530762172e-7
Z96jIvLU7,IMX,Immutable X,#000000,https://cdn.coinranking.com/naRGT2Y_X/10603.png,1250749213,0.6253746064903991,1649387294,1,-0.07,37,"['0.6263074307108712', '0.6343778201261173', '0.6385341730104396', '0.6482427184327111', '0.6405378121391633', '0.635478693653948', '0.6273571873429351', '0.6248985266239335', '0.6320934599811424', '0.6309423655175557', '0.6347019817049455', '0.6296119858896274', '0.6261952259278376', '0.6353621840804088', '0.6347838460620361', '0.6288830088536729', '0.6390125625254521', '0.6365575499769948', '0.6336125078993785', '0.6322895845918568', '0.6296264537221559', '0.6346828488414089', '0.6291374593174864', '0.6213799882569536']",False,https://coinranking.com/coin/Z96jIvLU7+immutablex-imx,943522841,0.000018302338249664
