symbol,first,last,change,change_percentage
NBW,2.79,3.93,0.41,41
GTH,6.81,9.15,0.34,34
BHT,21.69,26.18,0.21,21
KST,2.49,2.96,0.19,19
GDW,4.33,5.11,0.18,18
DGT,4.92,5.76,0.17,17
TH1,19.21,22.25,0.16,16
CT6,6.62,7.67,0.16,16
CCM,11.65,13.41,0.15,15
VCS,2.19,2.5,0.14,14
BTS,7.17,8.09,0.13,13
SVC,4.47,5.0,0.12,12
SGS,2.43,2.71,0.12,12
DBT,2.95,3.29,0.12,12
OCH,10.5,11.63,0.11,11
STS,13.48,14.83,0.1,10
MDG,5.96,6.56,0.1,10
KMT,4.52,4.95,0.1,10
SRA,3.4,3.7,0.09,9
QTC,2.4,2.62,0.09,9
PVV,20.8,22.5,0.08,8
PPS,2.7,2.91,0.08,8
HNM,7.78,8.37,0.08,8
HAT,8.85,9.52,0.08,8
VIC,19.42,20.86,0.07,7
TET,14.73,15.71,0.07,7
SRF,1.8,1.92,0.07,7
PVG,8.52,9.09,0.07,7
LTC,10.85,11.64,0.07,7
VIT,2.03,2.16,0.06,6
VBH,13.65,14.42,0.06,6
STC,3.13,3.31,0.06,6
SJ1,4.65,4.94,0.06,6
SAV,7.75,8.25,0.06,6
NHA,4.83,5.14,0.06,6
MEC,9.62,10.18,0.06,6
HTC,3.03,3.2,0.06,6
HAI,9.37,9.9,0.06,6
HAD,9.43,9.99,0.06,6
DSN,4.61,4.9,0.06,6
D11,10.0,10.64,0.06,6
CMC,14.1,14.9,0.06,6
BTT,6.59,6.98,0.06,6
VLF,18.76,19.65,0.05,5
VCF,23.47,24.64,0.05,5
TV2,0.41,0.43,0.05,5
TIX,5.99,6.3,0.05,5
SEB,1.51,1.59,0.05,5
SAF,3.9,4.11,0.05,5
S27,7.6,8.0,0.05,5
PRC,3.95,4.16,0.05,5
ONE,2.45,2.58,0.05,5
MCF,3.3,3.46,0.05,5
LIX,6.19,6.49,0.05,5
DZM,22.74,23.97,0.05,5
ADC,1.13,1.19,0.05,5
ABT,12.12,12.7,0.05,5
VNG,15.28,15.96,0.04,4
VHL,7.82,8.14,0.04,4
TVD,2.71,2.81,0.04,4
SJD,2.37,2.46,0.04,4
SHP,2.51,2.61,0.04,4
SCL,9.61,9.95,0.04,4
SCD,18.71,19.55,0.04,4
PMC,7.79,8.1,0.04,4
NBB,22.86,23.67,0.04,4
MSN,40.66,42.21,0.04,4
HVT,2.5,2.61,0.04,4
EVE,7.84,8.14,0.04,4
CLC,2.96,3.08,0.04,4
CKV,4.89,5.07,0.04,4
VSI,3.22,3.31,0.03,3
VE3,3.98,4.11,0.03,3
VBC,4.28,4.41,0.03,3
V21,16.15,16.69,0.03,3
SJM,9.8,10.1,0.03,3
SFC,7.23,7.48,0.03,3
S55,4.84,4.97,0.03,3
PTT,3.56,3.65,0.03,3
PSP,4.7,4.86,0.03,3
LHG,11.18,11.53,0.03,3
KSB,5.48,5.62,0.03,3
IFS,15.28,15.77,0.03,3
HEV,3.25,3.34,0.03,3
HDC,4.36,4.5,0.03,3
DAD,2.3,2.36,0.03,3
ACE,4.79,4.93,0.03,3
XMC,14.68,14.93,0.02,2
VLA,1.87,1.9,0.02,2
VKC,8.85,9.0,0.02,2
VGP,7.03,7.17,0.02,2
VFG,7.48,7.61,0.02,2
VC9,5.59,5.69,0.02,2
VC2,8.73,8.88,0.02,2
VC1,10.4,10.58,0.02,2
TMS,6.32,6.44,0.02,2
SBA,2.52,2.56,0.02,2
PXS,6.47,6.62,0.02,2
NAG,4.68,4.78,0.02,2
MHL,12.1,12.32,0.02,2
LM8,4.77,4.88,0.02,2
IMP,10.44,10.62,0.02,2
HVX,4.25,4.33,0.02,2
HT1,4.52,4.62,0.02,2
HSG,1.67,1.71,0.02,2
HLC,2.67,2.73,0.02,2
DVP,7.39,7.53,0.02,2
DTC,31.59,32.13,0.02,2
DST,3.86,3.92,0.02,2
CTB,3.73,3.8,0.02,2
C47,3.3,3.36,0.02,2
VSC,3.79,3.82,0.01,1
TCT,6.31,6.38,0.01,1
SMB,5.97,6.02,0.01,1
SJS,38.76,39.0,0.01,1
SJC,10.9,10.96,0.01,1
SFN,4.14,4.18,0.01,1
PXA,9.99,10.09,0.01,1
PVD,20.01,20.25,0.01,1
OPC,2.95,2.99,0.01,1
NTP,7.04,7.13,0.01,1
LSS,13.43,13.63,0.01,1
LGC,9.37,9.47,0.01,1
KDH,11.43,11.59,0.01,1
HTL,3.13,3.15,0.01,1
HQC,27.05,27.26,0.01,1
HPT,5.83,5.87,0.01,1
HOM,5.27,5.34,0.01,1
HLG,9.09,9.18,0.01,1
GDT,2.85,2.88,0.01,1
DXP,5.94,6.0,0.01,1
DTL,17.83,17.93,0.01,1
DRC,4.39,4.42,0.01,1
DNC,1.49,1.51,0.01,1
DC4,3.58,3.61,0.01,1
AVF,14.7,14.79,0.01,1
ABI,3.73,3.78,0.01,1
WSB,7.53,7.53,0.0,0
VTS,42.1,42.0,-0.0,0
VTO,2.59,2.59,0.0,0
VNM,10.76,10.81,0.0,0
VNL,4.72,4.72,0.0,0
VHC,4.03,4.05,0.0,0
VDS,4.27,4.27,0.0,0
VC6,4.54,4.54,0.0,0
TXM,5.14,5.14,0.0,0
TS4,5.95,5.95,0.0,0
TRA,10.23,10.23,0.0,0
TPC,2.9,2.9,0.0,0
TNA,2.34,2.35,0.0,0
TMT,5.21,5.21,0.0,0
SVI,5.64,5.64,0.0,0
SQC,84.8,84.8,0.0,0
SMT,3.1,3.1,0.0,0
SHI,4.73,4.71,-0.0,0
SGH,15.02,15.02,0.0,0
SBT,4.83,4.83,0.0,0
PTP,2.67,2.67,0.0,0
PNC,4.82,4.82,0.0,0
PLC,5.32,5.32,0.0,0
PJT,1.61,1.61,0.0,0
PHC,3.34,3.34,0.0,0
PDR,6.49,6.49,0.0,0
PAN,4.19,4.19,0.0,0
NVB,6.81,6.81,0.0,0
NSC,14.27,14.23,-0.0,0
NKG,4.69,4.67,-0.0,0
NHC,5.56,5.58,0.0,0
MIM,14.52,14.52,0.0,0
MHC,2.62,2.62,0.0,0
MAS,3.18,3.18,0.0,0
LUT,24.5,24.4,-0.0,0
LM7,6.31,6.31,0.0,0
LCC,4.1,4.1,0.0,0
KDC,10.52,10.54,0.0,0
HRC,31.97,31.97,0.0,0
HBC,2.6,2.6,0.0,0
GTA,2.92,2.92,0.0,0
GIL,3.88,3.87,-0.0,0
FDC,16.55,16.55,0.0,0
EIB,8.06,8.06,0.0,0
DTT,6.18,6.18,0.0,0
DPR,18.05,18.05,0.0,0
DNM,5.2,5.2,0.0,0
DL1,3.55,3.55,0.0,0
D2D,4.17,4.15,-0.0,0
CTA,11.43,11.43,0.0,0
CSC,2.27,2.27,0.0,0
CMS,7.85,7.85,0.0,0
CAP,0.78,0.78,0.0,0
BVH,54.98,54.98,0.0,0
BTW,4.45,4.45,0.0,0
BMC,8.75,8.72,-0.0,0
B82,8.06,8.02,-0.0,0
ARM,3.95,3.95,0.0,0
APG,4.54,4.54,0.0,0
ACL,4.17,4.15,-0.0,0
ACB,4.81,4.83,0.0,0
YBC,25.2,24.9,-0.01,-1
VRC,18.1,17.95,-0.01,-1
VNS,6.83,6.77,-0.01,-1
VIP,3.51,3.48,-0.01,-1
VIG,6.8,6.7,-0.01,-1
VCM,3.31,3.29,-0.01,-1
VCB,11.16,11.05,-0.01,-1
VC7,5.13,5.07,-0.01,-1
UIC,4.27,4.21,-0.01,-1
TTP,18.34,18.2,-0.01,-1
TNG,2.04,2.02,-0.01,-1
TNC,5.96,5.92,-0.01,-1
TIG,4.99,4.96,-0.01,-1
TDC,3.27,3.24,-0.01,-1
TCR,7.47,7.39,-0.01,-1
TCM,5.46,5.43,-0.01,-1
STB,9.52,9.38,-0.01,-1
SHB,3.05,3.02,-0.01,-1
SAM,2.95,2.91,-0.01,-1
S12,9.07,8.97,-0.01,-1
REE,5.76,5.71,-0.01,-1
QNC,15.78,15.61,-0.01,-1
PSG,9.0,8.9,-0.01,-1
PNJ,4.39,4.34,-0.01,-1
PIT,10.0,9.92,-0.01,-1
PHH,10.68,10.59,-0.01,-1
PGC,2.01,1.99,-0.01,-1
OGC,18.27,18.17,-0.01,-1
NBP,6.16,6.12,-0.01,-1
MDC,2.94,2.9,-0.01,-1
LHC,1.56,1.54,-0.01,-1
KKC,5.13,5.1,-0.01,-1
KHA,6.77,6.68,-0.01,-1
INN,3.2,3.17,-0.01,-1
IME,2.96,2.93,-0.01,-1
ICF,8.6,8.5,-0.01,-1
HDG,4.94,4.87,-0.01,-1
GMD,10.59,10.52,-0.01,-1
GMC,2.25,2.22,-0.01,-1
EFI,7.72,7.63,-0.01,-1
DQC,7.65,7.55,-0.01,-1
DPM,10.21,10.09,-0.01,-1
DPC,8.43,8.32,-0.01,-1
DLG,20.53,20.29,-0.01,-1
CTC,7.78,7.7,-0.01,-1
CNT,14.0,13.9,-0.01,-1
CMV,5.97,5.89,-0.01,-1
C92,8.47,8.41,-0.01,-1
BMI,4.2,4.14,-0.01,-1
BBS,5.08,5.01,-0.01,-1
BBC,11.46,11.39,-0.01,-1
AME,4.84,4.77,-0.01,-1
ALV,9.75,9.68,-0.01,-1
AAM,7.09,7.05,-0.01,-1
VTC,3.77,3.71,-0.02,-2
VNF,10.45,10.19,-0.02,-2
VNC,6.37,6.26,-0.02,-2
VFC,10.98,10.78,-0.02,-2
VE1,8.8,8.6,-0.02,-2
