symbol,first,last,change,change_percentage
SQC,4.3,12.5,1.91,191
RCC,16.0,44.8,1.8,180
HFB,7.61,21.0,1.76,176
SAP,15.2,36.5,1.4,140
HEM,11.5,25.9,1.25,125
MTG,4.0,8.8,1.2,120
DTI,4.8,9.7,1.02,102
PTI,25.3,49.9,0.97,97
TSJ,22.6,44.4,0.96,96
SGH,29.0,55.0,0.9,90
TSB,9.0,17.0,0.89,89
ILS,15.3,28.2,0.84,84
BVN,6.3,11.3,0.79,79
PWS,8.2,13.8,0.68,68
VEC,10.2,17.0,0.67,67
HLG,4.2,7.0,0.67,67
ACS,9.5,15.5,0.63,63
BTV,11.5,18.6,0.62,62
SJC,11.2,17.9,0.6,60
CCM,34.8,55.0,0.58,58
VMS,11.7,18.0,0.54,54
VHH,3.9,6.0,0.54,54
VHL,15.0,22.5,0.5,50
PJS,9.0,13.5,0.5,50
VHD,11.5,17.1,0.49,49
SBR,7.6,11.1,0.46,46
TOW,11.0,16.0,0.45,45
HJC,6.6,9.6,0.45,45
DIC,1.1,1.6,0.45,45
MAC,6.5,9.3,0.43,43
VNC,31.1,44.0,0.41,41
PVP,9.7,13.7,0.41,41
INC,17.0,23.9,0.41,41
RIC,6.4,8.9,0.39,39
NAG,11.5,15.8,0.37,37
GEE,22.71,31.0,0.37,37
DOP,9.0,12.3,0.37,37
SGT,11.15,15.2,0.36,36
HEP,28.6,38.9,0.36,36
PVE,2.6,3.5,0.35,35
SEB,41.0,54.9,0.34,34
EMS,18.39,24.7,0.34,34
HVN,10.45,13.9,0.33,33
EIB,17.5,23.29,0.33,33
TUG,11.7,15.4,0.32,32
QCC,8.7,11.5,0.32,32
CAN,37.0,48.7,0.32,32
TBD,95.2,125.0,0.31,31
DNL,13.9,18.2,0.31,31
SCY,7.3,9.5,0.3,30
GDW,20.7,26.9,0.3,30
VC6,6.5,8.4,0.29,29
STT,2.1,2.7,0.29,29
SDG,16.5,21.3,0.29,29
ABC,4.8,6.2,0.29,29
PMC,65.21,83.22,0.28,28
GEG,12.5,16.0,0.28,28
VTB,11.8,15.0,0.27,27
TTB,3.19,4.06,0.27,27
THI,20.3,25.75,0.27,27
S72,5.2,6.6,0.27,27
PLA,4.0,5.1,0.27,27
OCH,6.3,8.0,0.27,27
MQN,23.0,29.3,0.27,27
UPH,12.5,15.8,0.26,26
SJG,11.0,13.9,0.26,26
NNC,16.9,21.35,0.26,26
HIG,5.7,7.2,0.26,26
GGG,4.3,5.4,0.26,26
PMW,24.0,30.0,0.25,25
NAS,29.5,37.0,0.25,25
DTP,72.0,90.0,0.25,25
VTK,16.59,20.65,0.24,24
VOC,18.4,22.8,0.24,24
SVG,4.2,5.2,0.24,24
PVH,2.1,2.6,0.24,24
PSD,13.13,16.27,0.24,24
PNP,15.0,18.6,0.24,24
MGG,29.0,36.0,0.24,24
DTE,8.4,10.4,0.24,24
CCI,22.95,28.5,0.24,24
SDY,3.1,3.8,0.23,23
SBL,8.7,10.7,0.23,23
SAF,50.0,61.5,0.23,23
PCC,12.75,15.66,0.23,23
VBC,20.1,24.5,0.22,22
TVP,19.3,23.5,0.22,22
TPH,11.36,13.84,0.22,22
HUG,30.83,37.5,0.22,22
HNF,16.1,19.7,0.22,22
DCT,0.9,1.1,0.22,22
VDT,23.0,27.9,0.21,21
PTE,3.8,4.6,0.21,21
CMV,8.9,10.8,0.21,21
BVS,17.0,20.6,0.21,21
YTC,91.7,110.0,0.2,20
VGV,10.0,12.0,0.2,20
TPP,9.0,10.8,0.2,20
TNW,7.1,8.5,0.2,20
OPC,22.95,27.5,0.2,20
NFC,12.2,14.7,0.2,20
KBC,20.2,24.2,0.2,20
EMC,10.65,12.75,0.2,20
CX8,5.6,6.7,0.2,20
BTT,33.05,39.65,0.2,20
BSG,13.3,15.9,0.2,20
APG,5.22,6.25,0.2,20
VIM,21.0,25.0,0.19,19
VAB,7.2,8.6,0.19,19
THP,8.24,9.79,0.19,19
HOT,23.6,28.0,0.19,19
HHC,88.0,105.0,0.19,19
HES,20.4,24.3,0.19,19
GCF,14.24,17.0,0.19,19
DSG,4.2,5.0,0.19,19
CAB,14.0,16.6,0.19,19
TDP,27.68,32.55,0.18,18
SEA,19.1,22.5,0.18,18
SCD,17.5,20.6,0.18,18
PLC,19.08,22.5,0.18,18
PGI,22.78,26.8,0.18,18
MAS,32.3,38.0,0.18,18
LMI,6.91,8.18,0.18,18
HMH,9.8,11.6,0.18,18
HJS,32.54,38.43,0.18,18
CTN,1.1,1.3,0.18,18
CTF,27.8,32.9,0.18,18
VNG,8.3,9.7,0.17,17
VMD,17.9,20.9,0.17,17
V11,0.6,0.7,0.17,17
TS3,3.5,4.1,0.17,17
PVD,15.3,17.85,0.17,17
POM,4.7,5.5,0.17,17
PDN,119.9,139.8,0.17,17
OCB,15.4,18.0,0.17,17
NBT,12.95,15.1,0.17,17
LGC,48.9,57.0,0.17,17
BPC,7.7,9.0,0.17,17
VSF,3.7,4.3,0.16,16
VOS,10.05,11.7,0.16,16
SSM,3.2,3.7,0.16,16
RDP,6.05,7.0,0.16,16
PVT,18.9,22.0,0.16,16
DHA,29.21,33.9,0.16,16
VAV,22.1,25.5,0.15,15
STS,21.0,24.1,0.15,15
STB,19.5,22.5,0.15,15
PTD,16.0,18.4,0.15,15
PNG,23.5,27.0,0.15,15
NDP,20.04,22.97,0.15,15
MLS,12.0,13.8,0.15,15
MEC,5.5,6.3,0.15,15
LPB,11.4,13.1,0.15,15
LAI,67.0,77.0,0.15,15
HSP,8.9,10.2,0.15,15
HPP,50.9,58.6,0.15,15
HEJ,12.4,14.2,0.15,15
DHP,10.56,12.1,0.15,15
CPA,10.2,11.7,0.15,15
BKH,27.5,31.6,0.15,15
BBH,11.4,13.1,0.15,15
VIN,17.5,20.0,0.14,14
VBH,9.3,10.6,0.14,14
TV3,19.1,21.7,0.14,14
TCT,30.1,34.2,0.14,14
TCM,46.5,53.0,0.14,14
NLG,27.26,31.0,0.14,14
KMT,8.0,9.1,0.14,14
KAC,22.0,25.1,0.14,14
HPI,20.5,23.3,0.14,14
EVF,7.45,8.48,0.14,14
DVN,16.6,18.9,0.14,14
BWE,42.27,48.1,0.14,14
AGX,34.0,38.9,0.14,14
VTR,20.7,23.4,0.13,13
VFR,7.0,7.9,0.13,13
TRC,27.11,30.5,0.13,13
TMB,19.8,22.4,0.13,13
SGS,12.0,13.6,0.13,13
SAL,5.3,6.0,0.13,13
PTT,10.2,11.5,0.13,13
PSN,9.7,11.0,0.13,13
NBP,12.0,13.6,0.13,13
KTS,13.0,14.7,0.13,13
KTL,44.14,50.0,0.13,13
KSB,16.5,18.7,0.13,13
KPF,10.75,12.1,0.13,13
DM7,18.98,21.5,0.13,13
CNT,11.2,12.7,0.13,13
BRR,21.28,24.0,0.13,13
AST,50.6,57.0,0.13,13
XPH,7.7,8.6,0.12,12
VIT,17.0,19.0,0.12,12
SVC,51.1,57.2,0.12,12
SFC,17.8,20.0,0.12,12
SDU,23.1,25.8,0.12,12
SD3,3.3,3.7,0.12,12
NNG,20.0,22.5,0.12,12
MCM,37.6,42.2,0.12,12
KST,12.0,13.5,0.12,12
KLF,0.8,0.9,0.12,12
KHD,6.0,6.7,0.12,12
IST,28.0,31.4,0.12,12
GKM,25.73,28.8,0.12,12
G20,0.8,0.9,0.12,12
CTS,11.25,12.65,0.12,12
CMF,174.8,195.0,0.12,12
BMF,30.0,33.5,0.12,12
VRC,7.5,8.3,0.11,11
VIP,7.75,8.6,0.11,11
VCG,15.6,17.25,0.11,11
VC1,9.0,10.0,0.11,11
SRC,16.4,18.2,0.11,11
SP2,13.4,14.9,0.11,11
NT2,26.05,28.85,0.11,11
MCG,2.91,3.22,0.11,11
LGM,6.6,7.3,0.11,11
IDP,165.0,182.9,0.11,11
HAM,21.6,24.0,0.11,11
DTT,11.05,12.3,0.11,11
DND,12.0,13.3,0.11,11
