symbol,first,last,change,change_percentage
SDA,2.57,3.41,0.33,33
VGP,8.19,10.31,0.26,26
PTS,2.38,2.92,0.23,23
STG,2.38,2.9,0.22,22
AGF,11.33,13.78,0.22,22
SCL,3.23,3.91,0.21,21
HLG,7.0,8.4,0.2,20
SHI,1.62,1.93,0.19,19
PNC,4.43,5.27,0.19,19
PRC,3.78,4.46,0.18,18
SD8,0.6,0.7,0.17,17
NKG,1.58,1.83,0.16,16
SHA,2.7,3.1,0.15,15
GLT,4.45,5.13,0.15,15
APG,1.42,1.64,0.15,15
DHC,1.5,1.71,0.14,14
SEB,5.34,6.06,0.13,13
HTP,4.08,4.62,0.13,13
SAV,2.5,2.79,0.12,12
LM7,3.4,3.8,0.12,12
KDH,2.47,2.77,0.12,12
KBC,5.2,5.83,0.12,12
DST,2.64,2.96,0.12,12
RIC,5.6,6.2,0.11,11
PIV,3.61,4.01,0.11,11
VE8,1.28,1.41,0.1,10
TIG,1.63,1.79,0.1,10
SPI,10.8,11.9,0.1,10
SHN,0.91,1.0,0.1,10
SAP,9.7,10.63,0.1,10
PPE,2.0,2.2,0.1,10
PHC,0.86,0.95,0.1,10
C92,5.49,6.04,0.1,10
TS4,3.42,3.73,0.09,9
TCO,3.9,4.26,0.09,9
NHA,0.92,1.0,0.09,9
HTC,3.71,4.05,0.09,9
CKV,4.3,4.68,0.09,9
BTS,2.78,3.03,0.09,9
VTB,3.71,4.01,0.08,8
VBC,4.43,4.78,0.08,8
TV1,5.73,6.18,0.08,8
TKC,1.94,2.1,0.08,8
TDH,4.11,4.42,0.08,8
SD1,2.6,2.8,0.08,8
PAN,9.82,10.56,0.08,8
MHC,1.15,1.24,0.08,8
HVG,10.8,11.69,0.08,8
AME,1.85,1.99,0.08,8
TTC,2.91,3.1,0.07,7
TSB,3.38,3.61,0.07,7
SMC,5.43,5.8,0.07,7
SDY,1.5,1.6,0.07,7
SDD,2.8,3.0,0.07,7
PGT,2.9,3.1,0.07,7
PET,6.78,7.23,0.07,7
LDP,9.81,10.53,0.07,7
HAP,2.05,2.2,0.07,7
