date,timestamp,open,high,low,close,volume,price_three_days_ago,price_three_days_ago_difference,price_three_days_ago_return,price_two_days_ago,price_yesterday,price_tomorrow,price_tomorrow_difference,price_tomorrow_return,direction,MA5,MA10,MA20,MA50,MA100,MA200
2007-10-17,1192579200,0.0,0.0,100.0,100.0,0,,,,,,115.0,15.0,0.15,1,,,,,,
2007-10-18,1192665600,0.0,0.0,115.0,115.0,0,,,,,100.0,115.0,0.0,0.0,-1,,,,,,
2007-10-23,1193097600,0.0,0.0,115.0,115.0,0,,,,100.0,115.0,115.0,0.0,0.0,-1,,,,,,
2007-10-24,1193184000,0.0,0.0,115.0,115.0,0,100.0,15.0,0.15,115.0,115.0,119.0,4.0,0.034782608695652174,1,,,,,,
2007-10-25,1193270400,0.0,0.0,119.0,119.0,0,115.0,4.0,0.034782608695652174,115.0,115.0,119.0,0.0,0.0,-1,112.8,,,,,
2007-10-26,1193356800,0.0,0.0,119.0,119.0,0,115.0,4.0,0.034782608695652174,115.0,119.0,119.0,0.0,0.0,-1,116.6,,,,,
2007-10-29,1193616000,0.0,0.0,119.0,119.0,0,115.0,4.0,0.034782608695652174,119.0,119.0,119.0,0.0,0.0,-1,117.4,,,,,
2007-10-30,1193702400,0.0,0.0,119.0,119.0,0,119.0,0.0,0.0,119.0,119.0,121.0,2.0,0.01680672268907563,1,118.2,,,,,
2007-10-31,1193788800,0.0,0.0,121.0,121.0,0,119.0,2.0,0.01680672268907563,119.0,119.0,122.0,1.0,0.008264462809917356,1,119.4,,,,,
2007-11-01,1193875200,0.0,0.0,122.0,122.0,0,119.0,3.0,0.025210084033613446,119.0,121.0,122.0,0.0,0.0,-1,120.0,116.4,,,,
2007-11-02,1193961600,0.0,0.0,122.0,122.0,0,119.0,3.0,0.025210084033613446,121.0,122.0,123.0,1.0,0.00819672131147541,1,120.6,118.6,,,,
2007-11-03,1194048000,0.0,0.0,123.0,123.0,0,121.0,2.0,0.01652892561983471,122.0,122.0,123.0,0.0,0.0,-1,121.4,119.4,,,,
2007-11-06,1194307200,0.0,0.0,123.0,123.0,0,122.0,1.0,0.00819672131147541,122.0,123.0,124.0,1.0,0.008130081300813009,1,122.2,120.2,,,,
2007-11-07,1194393600,0.0,0.0,124.0,124.0,0,122.0,2.0,0.01639344262295082,123.0,123.0,123.0,-1.0,-0.008064516129032258,-1,122.8,121.1,,,,
2007-11-08,1194480000,0.0,0.0,123.0,123.0,0,123.0,0.0,0.0,123.0,124.0,123.0,0.0,0.0,-1,123.0,121.5,,,,
2007-11-09,1194566400,0.0,0.0,123.0,123.0,0,123.0,0.0,0.0,124.0,123.0,123.0,0.0,0.0,-1,123.2,121.9,,,,
2007-11-12,1194825600,0.0,0.0,123.0,123.0,0,124.0,-1.0,-0.008064516129032258,123.0,123.0,123.0,0.0,0.0,-1,123.2,122.3,,,,
2007-11-13,1194912000,0.0,0.0,123.0,123.0,0,123.0,0.0,0.0,123.0,123.0,122.5,-0.5,-0.0040650406504065045,-1,123.2,122.7,,,,
2007-11-14,1194998400,0.0,0.0,122.5,122.5,0,123.0,-0.5,-0.0040650406504065045,123.0,123.0,5.54,-116.96,-0.9547755102040816,-1,122.9,122.85,,,,
2007-11-15,1195084800,5.671,5.671,4.755,5.54,1306330,123.0,-117.46,-0.9549593495934959,123.0,122.5,5.279,-0.2610000000000001,-0.047111913357400746,-1,99.408,111.204,113.80199999999999,,,
2007-11-16,1195171200,5.279,5.279,5.279,5.279,248510,123.0,-117.721,-0.9570813008130081,122.5,5.54,5.017,-0.26199999999999957,-0.04963061185830642,-1,75.8638,99.5319,109.06595,,,
2007-11-19,1195430400,5.017,5.017,5.017,5.017,120480,122.5,-117.483,-0.9590448979591837,5.54,5.279,4.799,-0.21799999999999997,-0.04345226230815227,-1,52.2672,87.7336,103.56679999999999,,,
2007-11-20,1195516800,4.799,4.799,4.799,4.799,58710,5.54,-0.7409999999999997,-0.133754512635379,5.279,5.017,4.974,0.17499999999999982,0.03646593040216708,1,28.627,75.9135,98.05675,,,
